,hashicorp/consul,etcd-io/etcd,apache/zookeeper
2018-06-26,31,5.584538112000001,1
2018-06-27,7,2.458477158400001,0
2018-06-28,7,-0.47071938560000004,0
2018-06-29,7,2.0731180032,0
2018-06-30,7,-1.1541711871999998,0
2018-07-01,6,-0.6130240512000003,0
2018-07-02,11,3.5976831999999996,0
2018-07-03,18,5.89038848,0
2018-07-04,10,0.02893004800000032,2
2018-07-05,5,11.6374199296,0
2018-07-06,12,-2.3454452735999998,0
2018-07-07,2,-1.7289764864000008,0
2018-07-08,0,-1.0690752512000006,0
2018-07-09,18,5.25341952,0
2018-07-10,17,2.217536512,4
2018-07-11,14,-0.7555552255999998,2
2018-07-12,44,-1.1645370368000003,0
2018-07-13,10,-0.7025056767999994,2
2018-07-14,0,-0.5121052671999996,0
2018-07-15,0,-0.2707861504000001,0
2018-07-16,5,-0.2088115200000001,1
2018-07-17,4,1.8255380480000003,1
2018-07-18,11,0.45070632960000057,1
2018-07-19,5,6.5757348864,4
2018-07-20,7,8.4115306496,1
2018-07-21,0,4.3248,0
2018-07-22,0,0.3793279999999992,0
2018-07-23,2,9.058406399999999,0
2018-07-24,4,6.65496576,0
2018-07-25,17,-3.703263744000001,0
2018-07-26,13,0.030346547199998852,0
2018-07-27,2,2.2483398655999998,5
2018-07-28,0,4.012167987200001,3
2018-07-29,0,-0.3722644479999997,0
2018-07-30,11,-1.6601305088000005,1
2018-07-31,1,-0.9984120831999996,0
2018-08-01,0,-0.7216415743999992,1
2018-08-02,6,1.5393218560000002,0
2018-08-03,1,-0.6701271039999999,1
2018-08-04,0,-0.38490746879999993,0
2018-08-05,0,-0.26605711359999956,0
2018-08-06,2,9.8292084736,3
2018-08-07,3,2.9239892992000005,0
2018-08-08,3,4.1591423999999995,2
2018-08-09,2,-0.11385344000000064,0
2018-08-10,4,9.515224576,0
2018-08-11,0,-1.0962987007999998,0
2018-08-12,0,-1.909568000000001,0
2018-08-13,0,0.8201727999999993,0
2018-08-14,7,0.7322444800000003,1
2018-08-15,2,3.7528540160000006,0
2018-08-16,6,0.2856847360000003,0
2018-08-17,5,1.7061569535999999,3
2018-08-18,0,1.6646710272000005,0
2018-08-19,0,-0.3618678783999998,0
2018-08-20,2,0.12147025919999965,0
2018-08-21,0,-0.7406448640000002,1
2018-08-22,0,1.5153866751999998,0
2018-08-23,2,4.2497748992,0
2018-08-24,4,-0.42232473599999976,0
2018-08-25,0,2.1391532032,0
2018-08-26,0,-1.1051267071999997,0
2018-08-27,5,-0.5757944832000002,0
2018-08-28,6,2.6270053376,0
2018-08-29,6,36.1251972096,1
2018-08-30,2,-2.8504458239999986,0
2018-08-31,1,-2.2790903808000023,0
2018-09-01,0,-0.8043146240000016,0
2018-09-02,0,-2.1754404864000003,0
2018-09-03,0,0.5324735487999992,1
2018-09-04,4,1.5024742399999995,1
2018-09-05,5,-1.6498677760000002,3
2018-09-06,6,6.917683404800002,0
2018-09-07,8,-0.4192155647999982,2
2018-09-08,1,-1.3168476160000002,0
2018-09-09,0,-0.7151797248000002,0
2018-09-10,4,0.5151214591999999,2
2018-09-11,9,-0.5510435840000001,1
2018-09-12,12,2.6373957632000002,2
2018-09-13,19,3.1383205888,0
2018-09-14,2,1.7774448640000005,3
2018-09-15,0,-0.2180662271999998,0
2018-09-16,0,0.2218324991999997,0
2018-09-17,3,1.3480652799999997,1
2018-09-18,1,0.1933818879999999,0
2018-09-19,0,3.3368272895999995,0
2018-09-20,4,1.7927075840000002,0
2018-09-21,3,7.7730961408,0
2018-09-22,0,-2.4470680575999997,2
2018-09-23,0,0.8664839167999994,0
2018-09-24,3,1.8839166975999997,0
2018-09-25,2,0.7211053056000001,0
2018-09-26,4,-1.1341436928000004,0
2018-09-27,0,-0.6758595584000001,0
2018-09-28,1,1.5067469824000002,1
2018-09-29,0,9.248436940800001,0
2018-09-30,0,-2.4184359935999993,0
2018-10-01,13,2.983586815999999,1
2018-10-02,6,5.5508447232,0
2018-10-03,4,-0.17325547519999995,0
2018-10-04,4,2.526843699199999,1
2018-10-05,4,-0.6685414400000003,2
2018-10-06,0,-1.1513866240000004,0
2018-10-07,0,3.2315169792000003,0
2018-10-08,5,9.631126016,2
2018-10-09,3,3.1273605120000005,0
2018-10-10,25,5.4363039743999995,0
2018-10-11,22,1.0534034431999997,0
2018-10-12,0,0.7008397311999994,2
2018-10-13,0,-1.9324763136000005,0
2018-10-14,0,2.8410909695999993,0
2018-10-15,0,2.350994432,1
2018-10-16,1,-1.7960769535999994,1
2018-10-17,1,-0.029226086400000018,0
2018-10-18,1,1.1546889216000005,1
2018-10-19,29,-0.9246298111999997,1
2018-10-20,0,-0.48489973759999994,0
2018-10-21,0,-0.3164301312000001,0
2018-10-22,1,7.782006272,0
2018-10-23,0,-1.7789290495999992,0
2018-10-24,11,2.2523382783999994,1
2018-10-25,5,3.967758848,0
2018-10-26,8,-0.5500447743999999,0
2018-10-27,0,0.0267732991999996,0
2018-10-28,0,0.21576959999999967,0
2018-10-29,5,0.2919782399999997,0
2018-10-30,3,-0.6656680959999997,0
2018-10-31,8,6.5601850368,0
2018-11-01,1,-1.6553615359999996,0
2018-11-02,3,-0.7658381312000001,0
2018-11-03,0,-0.475625984,0
2018-11-04,0,-0.2994125824,0
2018-11-05,4,-0.22253578240000002,2
2018-11-06,4,-0.16985866239999997,1
2018-11-07,10,-0.13095639040000004,2
2018-11-08,3,-0.10071398399999958,0
2018-11-09,4,3.9127145472000002,0
2018-11-10,3,1.2000000000000002,0
2018-11-11,0,2.28,0
2018-11-12,4,2.048,1
2018-11-13,8,-1.0704000000000002,0
2018-11-14,4,2.4466559999999995,0
2018-11-15,7,6.0224128,0
2018-11-16,9,0.07402752000000001,0
2018-11-17,0,-1.3332986880000004,2
2018-11-18,0,-0.7875193856000002,0
2018-11-19,1,-0.5266899968,0
2018-11-20,5,3.6121904128,0
2018-11-21,0,-1.0822618111999998,1
2018-11-22,0,-0.5225077760000002,1
2018-11-23,0,1.6360245248000003,1
2018-11-24,0,1.3495391232000005,0
2018-11-25,0,-0.6870827008,0
2018-11-26,7,0.6622847999999997,0
2018-11-27,4,-0.4309068800000001,4
2018-11-28,1,1.7441771520000002,1
2018-11-29,7,-0.5898070015999999,0
2018-11-30,1,-0.26831104000000017,0
2018-12-01,1,-0.18416486399999998,0
2018-12-02,0,-0.14134292479999983,0
2018-12-03,0,4.9070625792,0
2018-12-04,2,-1.0552453119999998,0
2018-12-05,2,5.5536772096,0
2018-12-06,3,9.531224576,1
2018-12-07,5,-2.8729387008,1
2018-12-08,2,-1.295680000000001,0
2018-12-09,0,-0.8317440000000005,1
2018-12-10,0,1.3925503999999997,1
2018-12-11,3,-0.8754073599999999,2
2018-12-12,13,0.45137612799999993,0
2018-12-13,0,-0.5685201919999998,0
2018-12-14,0,-0.3802809343999992,0
2018-12-15,0,0.7637651456000003,1
2018-12-16,0,-0.27445759999999997,0
2018-12-17,4,6.86061056,0
2018-12-18,1,0.5027957760000004,0
2018-12-19,4,-1.0354654208000005,0
2018-12-20,3,-0.5359237120000003,4
2018-12-21,0,1.6359018495999997,0
2018-12-22,0,-0.66287872,0
2018-12-23,0,-0.3684613120000002,1
2018-12-24,0,2.7321860096,0
2018-12-25,0,-0.8017674239999995,0
2018-12-26,0,-0.4071328767999999,0
2018-12-27,0,-0.20979630080000006,0
2018-12-28,0,1.8653465599999999,0
2018-12-29,0,-0.5053834239999998,0
2018-12-30,0,0.7537748992,0
2018-12-31,0,-0.34678016000000006,0
2019-01-01,0,1.809636864,0
2019-01-02,0,0.46351994880000014,4
2019-01-03,7,2.5655424,3
2019-01-04,15,1.1646105599999999,0
2019-01-05,0,1.1955957759999998,0
2019-01-06,0,-0.8305374208000001,0
2019-01-07,13,3.5624186879999997,4
2019-01-08,11,10.8934404096,1
2019-01-09,2,4.054739456,1
2019-01-10,14,-2.7340361728000007,0
2019-01-11,4,1.5992564735999992,0
2019-01-12,0,-1.5413809152000002,0
2019-01-13,0,-0.9170613248000004,0
2019-01-14,2,7.3394568192,5
2019-01-15,4,-1.1044730879999998,0
2019-01-16,6,-0.2576249855999997,2
2019-01-17,2,1.0243674112000005,0
2019-01-18,4,0.06513438720000009,2
2019-01-19,1,-0.689051136,0
2019-01-20,0,-0.43597445120000017,0
2019-01-21,0,3.7034214399999996,0
2019-01-22,16,5.962870784000001,1
2019-01-23,18,-1.9174628351999996,1
2019-01-24,5,3.1668606975999993,1
2019-01-25,9,-0.3285714944,2
2019-01-26,0,-0.8966704128000003,0
2019-01-27,0,-0.5449365504000003,0
2019-01-28,17,-0.3931084800000002,0
2019-01-29,7,-0.3117818879999999,5
2019-01-30,3,1.7421574144000005,4
2019-01-31,1,-0.5754211327999997,4
2019-02-01,6,1.765522432,0
2019-02-02,0,2.4397348864,1
2019-02-03,0,0.16033064959999999,0
2019-02-04,3,0.41292799999999974,1
2019-02-05,2,-0.5320576000000001,0
2019-02-06,0,0.6862745599999998,2
2019-02-07,5,8.572158976,5
2019-02-08,1,-2.0592145407999998,0
2019-02-09,0,-0.8935203840000006,0
2019-02-10,0,-0.5710573568000001,0
2019-02-11,2,0.6033415168,1
2019-02-12,3,1.5228901376000001,5
2019-02-13,14,-0.6932552704000001,2
2019-02-14,4,1.625271808,0
2019-02-15,2,2.3284412416000007,2
2019-02-16,0,-0.9649601535999996,0
2019-02-17,0,-0.40750080000000033,0
2019-02-18,0,1.7310156799999998,1
2019-02-19,5,3.399886848,0
2019-02-20,1,-1.1187103744,0
2019-02-21,5,5.4639214592,0
2019-02-22,22,-1.5387555839999998,2
2019-02-23,0,-0.7335738368000002,0
2019-02-24,0,0.5315903487999998,0
2019-02-25,3,2.48283136,0
2019-02-26,2,1.070301696,2
2019-02-27,4,2.1069376512,2
2019-02-28,0,0.9109622784,0
2019-03-01,4,1.051337728,0
2019-03-02,0,1.0569470976,0
2019-03-03,0,-0.8860851200000002,0
2019-03-04,14,-0.5058334720000003,2
2019-03-05,8,1.6349556736,0
2019-03-06,9,2.3239067648000002,3
2019-03-07,1,1.0461151232,0
2019-03-08,12,2.1231054848,0
2019-03-09,0,-0.058767564800000116,0
2019-03-10,0,-0.7415861248000001,0
2019-03-11,5,1.5663956991999997,2
2019-03-12,2,5.30498816,1
2019-03-13,11,-1.5906211839999997,0
2019-03-14,4,1.2352223231999997,1
2019-03-15,5,-0.8925924352,1
2019-03-16,0,-0.49770055679999997,0
2019-03-17,0,-0.3418693632,0
2019-03-18,6,3.7639044096,1
2019-03-19,6,5.018592256,1
2019-03-20,5,2.3278774272000007,0
2019-03-21,12,-0.5806695424000001,1
2019-03-22,7,1.0288245759999997,0
2019-03-23,0,-1.0006827008,0
2019-03-24,0,-0.5773312000000004,0
2019-03-25,10,0.5779763199999997,0
2019-03-26,9,2.466437632,0
2019-03-27,6,0.04458864640000049,0
2019-03-28,1,3.3218487296,0
2019-03-29,1,0.8442814464000001,0
2019-03-30,0,-0.9355807744000001,0
2019-03-31,0,-0.5075755008000002,0
2019-04-01,6,0.6658508799999998,0
2019-04-02,3,0.545059328,1
2019-04-03,25,-0.48534640639999993,3
2019-04-04,12,-0.2883602432,0
2019-04-05,5,-0.1854736383999998,1
2019-04-06,0,-0.13778882559999978,0
2019-04-07,1,-0.07090350079999995,0
2019-04-08,2,-0.03735552000000002,0
2019-04-09,2,-0.03131443199999995,7
2019-04-10,5,5.9731429376000005,1
2019-04-11,3,-1.2124693503999997,0
2019-04-12,2,1.5199999999999996,5
2019-04-13,0,-0.6880000000000002,0
2019-04-14,0,-0.3616000000000002,2
2019-04-15,4,-0.24921600000000016,0
2019-04-16,7,0.8102271999999999,0
2019-04-17,7,1.64736768,3
2019-04-18,6,1.3928161280000004,1
2019-04-19,1,0.2833304576000001,0
2019-04-20,0,1.481624576,0
2019-04-21,0,-0.6936747008,0
2019-04-22,0,1.6532991999999997,1
2019-04-23,5,9.36154368,0
2019-04-24,5,-2.3418347519999996,1
2019-04-25,6,-0.0425990144000008,1
2019-04-26,15,3.1413015552,0
2019-04-27,0,-0.3402518527999998,0
2019-04-28,0,0.09453762559999968,0
2019-04-29,5,-0.7686801408000002,2
2019-04-30,16,3.5140213759999996,1
2019-05-01,60,0.8270113792000007,0
2019-05-02,15,2.997528576,1
2019-05-03,4,2.719940608,3
2019-05-04,0,-0.4577757184,0
2019-05-05,0,-0.9625358336000003,0
2019-05-06,4,-0.5660442624000003,2
2019-05-07,10,0.5944221695999998,0
2019-05-08,21,0.4911365120000002,2
2019-05-09,1,0.4663890944000002,0
2019-05-10,0,2.5013747712,1
2019-05-11,0,0.11404503040000036,0
2019-05-12,0,-0.6114011136,0
2019-05-13,7,-0.31603415040000016,0
2019-05-14,6,7.7883084799999995,1
2019-05-15,7,17.238048768,1
2019-05-16,2,-1.5706061823999997,1
2019-05-17,5,-2.6020660224000016,0
2019-05-18,0,-1.4933592064000007,0
2019-05-19,0,-1.0384837632000001,0
2019-05-20,0,0.23811624959999966,4
2019-05-21,9,9.19983104,2
2019-05-22,6,0.4220042240000006,1
2019-05-23,5,0.12809850880000084,1
2019-05-24,5,-0.4336807935999998,0
2019-05-25,0,0.09705594879999979,1
2019-05-26,0,0.24741119999999972,0
2019-05-27,0,2.30697728,2
2019-05-28,0,10.942386688,2
2019-05-29,0,20.004879769600002,1
2019-05-30,0,0.014725120000001368,1
2019-05-31,0,-1.8458749952000013,1
2019-06-01,0,-0.5404899328000012,0
2019-06-02,0,-2.0323021824000005,0
2019-06-03,3,1.6322891775999995,1
2019-06-04,7,2.3549684735999996,5
2019-06-05,2,7.119780044800001,3
2019-06-06,3,1.0619604992000014,0
2019-06-07,2,3.7393676288000006,1
2019-06-08,0,-0.30045296639999997,0
2019-06-09,0,-0.5915445248000006,0
2019-06-10,1,2.8303419391999993,1
2019-06-11,4,1.4255267839999999,0
2019-06-12,1,0.4825694208,1
2019-06-13,9,-1.2863184895999997,0
2019-06-14,5,2.2238710784,3
2019-06-15,0,-1.0894299135999996,0
2019-06-16,0,-0.5860414464,0
2019-06-17,5,3.6366083072,0
2019-06-18,6,-0.06245795839999957,0
2019-06-19,1,3.2764980224,2
2019-06-20,6,2.8005301248000003,1
2019-06-21,5,1.6218811391999999,0
2019-06-22,1,-1.2909071360000002,0
2019-06-23,0,-0.7110592512000004,0
2019-06-24,7,0.5313203199999997,1
2019-06-25,3,-0.5591367679999999,2
2019-06-26,7,0.6297048064,2
2019-06-27,20,-0.4470134783999998,2
2019-06-28,4,2.7281915904000003,2
2019-06-29,0,-0.7665765375999996,0
2019-06-30,1,-0.3314368512000001,0
2019-07-01,10,0.8135372799999998,1
2019-07-02,9,-0.3356165119999999,2
2019-07-03,4,3.8139959296,1
2019-07-04,2,-0.9236741119999998,0
2019-07-05,4,-0.4168495104000003,0
2019-07-06,0,-0.26069913599999994,0
2019-07-07,1,-0.19223685119999995,0
2019-07-08,10,2.88092928,1
2019-07-09,9,1.3038970880000003,2
2019-07-10,2,4.2798237696,0
2019-07-11,1,1.6384491520000002,0
2019-07-12,16,-1.2466774016000002,3
2019-07-13,0,0.3761919999999995,0
2019-07-14,0,-0.6243584000000002,0
2019-07-15,7,0.5998822399999998,2
2019-07-16,3,4.496231424,1
2019-07-17,14,3.6742965248000004,1
2019-07-18,2,0.37880657920000016,0
2019-07-19,7,7.8004613119999995,1
2019-07-20,2,-0.44787077119999985,0
2019-07-21,0,-1.5464965120000007,0
2019-07-22,2,-0.9184200704000006,0
2019-07-23,10,12.349362688,1
2019-07-24,15,-0.10692311039999947,1
2019-07-25,11,7.956930047999999,2
2019-07-26,10,13.851679744,0
2019-07-27,0,-4.9690815488,1
2019-07-28,0,-2.4137675776000016,0
2019-07-29,4,20.4808788992,3
2019-07-30,6,4.492106240000001,1
2019-07-31,2,1.3637795839999995,2
2019-08-01,5,17.2221785088,3
2019-08-02,19,-2.3682394111999994,3
2019-08-03,0,-3.0350766080000007,1
2019-08-04,0,-2.646372556800001,0
2019-08-05,5,11.292508159999999,6
2019-08-06,1,8.072974336000001,4
2019-08-07,5,1.475488051200001,0
2019-08-08,0,13.542267904,1
2019-08-09,5,4.642106265600001,1
2019-08-10,2,-0.7195019264000004,0
2019-08-11,1,-3.2538715136000014,0
2019-08-12,6,8.997921689599998,0
2019-08-13,4,11.325154304000002,0
2019-08-14,6,5.946635980800001,0
2019-08-15,1,11.2418552832,0
2019-08-16,7,5.2600103936,0
2019-08-17,0,-5.2164589568,1
2019-08-18,0,-2.807601152000001,0
2019-08-19,8,-0.888999321600001,0
2019-08-20,4,4.384941568,0
2019-08-21,11,-1.4269292543999992,1
2019-08-22,2,3.4311505920000007,0
2019-08-23,12,0.04483983360000132,2
2019-08-24,0,1.567089561600001,0
2019-08-25,0,1.6555923456000001,1
2019-08-26,9,1.7309644799999997,0
2019-08-27,18,3.684743168,1
2019-08-28,3,-0.7537383423999997,2
2019-08-29,3,7.8638969856,1
2019-08-30,3,1.5230442496000003,0
2019-08-31,0,-2.0157967360000004,0
2019-09-01,0,-1.0934483968000004,0
2019-09-02,3,0.24656865279999995,1
2019-09-03,2,2.2501424128,0
2019-09-04,34,-0.09227653119999979,0
2019-09-05,4,7.201209856,3
2019-09-06,2,14.932734361600001,0
2019-09-07,0,-2.384111001599999,0
2019-09-08,0,-2.3245142016000013,0
2019-09-09,1,-0.3485491200000008,2
2019-09-10,0,1.8429153279999997,4
2019-09-11,3,1.5826983935999999,1
2019-09-12,9,0.5264288767999998,0
2019-09-13,3,4.726217113600001,0
2019-09-14,2,-0.00853534719999871,0
2019-09-15,0,-0.4145911807999998,0
2019-09-16,0,0.10504017919999964,2
2019-09-17,4,5.244873728,0
2019-09-18,1,4.304313753600001,2
2019-09-19,7,0.9503305728,1
2019-09-20,5,-1.6357373952000003,2
2019-09-21,0,-0.9206832128,0
2019-09-22,0,0.3602369536000001,0
2019-09-23,4,2.3671580672,1
2019-09-24,4,0.9924018176,1
2019-09-25,2,1.0503576576000002,0
2019-09-26,8,-0.9495225343999996,2
2019-09-27,4,-0.5003152383999998,2
2019-09-28,0,2.7023551487999997,0
2019-09-29,0,-0.7964851199999999,0
2019-09-30,2,5.6029025279999995,2
2019-10-01,1,1.5256564736000002,0
2019-10-02,2,-1.2808369152,0
2019-10-03,0,5.3416778752,1
2019-10-04,6,-0.6318251008,0
2019-10-05,0,-0.9847961600000005,0
2019-10-06,0,-0.6103439360000003,0
2019-10-07,3,0.5501452287999999,0
2019-10-08,3,6.476077568,1
2019-10-09,2,6.2539119616,2
2019-10-10,1,2.6326028287999996,3
2019-10-11,0,2.8871470079999995,0
2019-10-12,0,-0.13393981440000058,0
2019-10-13,0,1.4795498495999992,0
2019-10-14,3,1.4677836799999997,0
2019-10-15,1,1.4720148479999997,0
2019-10-16,6,2.4703789056,0
2019-10-17,10,7.274963251200001,0
2019-10-18,3,0.2614074368000008,0
2019-10-19,0,-1.9188331520000002,0
2019-10-20,0,-1.0861967360000004,0
2019-10-21,2,4.2712876032,0
2019-10-22,1,3.4563094528000002,0
2019-10-23,1,1.1912547328,0
2019-10-24,4,-1.5485857792000002,1
2019-10-25,2,1.1218530304,0
2019-10-26,0,0.0049327104000003175,0
2019-10-27,0,-0.7280320512000001,0
2019-10-28,2,0.5606143999999997,0
2019-10-29,6,1.4669414400000003,0
2019-10-30,4,1.2502625280000004,0
2019-10-31,4,4.2200965120000005,0
2019-11-01,9,-0.3812902912,0
2019-11-02,0,0.16556185599999962,0
2019-11-03,0,-0.6980272128000001,0
2019-11-04,6,-0.41732567040000024,1
2019-11-05,1,1.701621248,0
2019-11-06,3,1.3636217856000001,1
2019-11-07,0,-0.7443125248,0
2019-11-08,9,-0.39023278079999985,1
2019-11-09,0,-0.25686118399999985,0
2019-11-10,0,-0.14512906239999995,0
2019-11-11,6,4.8956010496,2
