,gcc-mirror/gcc,golang/go,llvm/llvm-project
2008-08-09,16,3,0.8129375232000022
2008-08-10,7,5,-2.0194567168000006
2008-08-11,8,8,4.131940761599999
2008-08-12,30,15,8.519724748800002
2008-08-13,19,4,18.2157103104
2008-08-14,13,0,0.6233974784000011
2008-08-15,7,0,-9.2363378688
2008-08-16,11,0,8.345368678399998
2008-08-17,8,0,34.2362883072
2008-08-18,25,0,0.021038592000003575
2008-08-19,11,0,24.8748109824
2008-08-20,73,3,29.2147652608
2008-08-21,21,2,23.854889881600002
2008-08-22,59,2,1.0978710528000022
2008-08-23,13,0,29.7058772992
2008-08-24,14,0,-14.758571417599995
2008-08-25,10,0,10.731439001599998
2008-08-26,14,0,19.7540841472
2008-08-27,14,0,12.627283865599999
2008-08-28,36,2,20.586555494400002
2008-08-29,40,7,-6.683735142399996
2008-08-30,15,2,-5.962908979199998
2008-08-31,24,0,-8.295854387200002
2008-09-01,21,1,2.944991027199997
2008-09-02,27,5,20.919096012799997
2008-09-03,32,11,31.101061222400006
2008-09-04,31,8,15.638316953600004
2008-09-05,21,3,15.778080768000002
2008-09-06,16,1,-24.8064093184
2008-09-07,9,0,-2.1671585792000023
2008-09-08,17,5,35.3149274112
2008-09-09,38,8,35.1349979136
2008-09-10,22,9,0.3298490367999989
2008-09-11,28,11,17.4133090304
2008-09-12,9,19,-12.1989056512
2008-09-13,19,6,-9.890310553600003
2008-09-14,9,1,-13.7471271936
2008-09-15,10,4,2.7495993343999956
2008-09-16,11,8,14.0083125248
2008-09-17,21,12,8.980061184
2008-09-18,28,9,6.099650457600003
2008-09-19,9,12,13.812076134400002
2008-09-20,7,5,-5.930424729599999
2008-09-21,12,1,10.1890688
2008-09-22,19,11,40.6359839744
2008-09-23,29,9,-1.1697048575999958
2008-09-24,12,11,40.6487517184
2008-09-25,10,7,-5.300441599999999
2008-09-26,27,19,30.111330304000003
2008-09-27,3,7,-15.390111846399996
2008-09-28,8,2,-9.988887040000002
2008-09-29,10,7,14.0143456256
2008-09-30,14,18,32.0117052416
2008-10-01,14,5,-0.02300999679999549
2008-10-02,9,7,2.1014977536000004
2008-10-03,9,7,27.754568601600003
2008-10-04,5,4,6.815376384000004
2008-10-05,8,3,29.680945971200003
2008-10-06,13,4,33.31508807680001
2008-10-07,18,7,-0.5904521215999949
2008-10-08,15,11,-16.621491199999994
2008-10-09,11,2,-14.343718502400002
2008-10-10,11,13,17.025822515199994
2008-10-11,10,2,-6.6822849536
2008-10-12,7,0,19.903479296
2008-10-13,10,1,10.381919334400003
2008-10-14,13,6,21.0455332864
2008-10-15,17,9,34.5658720256
2008-10-16,18,20,-1.8030384127999923
2008-10-17,7,10,36.421807718400004
2008-10-18,7,6,-20.1564176384
2008-10-19,9,1,-15.009090457600003
2008-10-20,10,13,31.918388735999997
2008-10-21,14,11,28.2143368192
2008-10-22,13,10,15.7733579776
2008-10-23,7,7,-6.196952883199998
2008-10-24,16,14,37.1233506304
2008-10-25,3,8,-15.416822579200002
2008-10-26,2,4,3.7725682688000006
2008-10-27,11,3,38.9646319616
2008-10-28,7,2,6.980928921600004
2008-10-29,19,22,16.754093158400003
2008-10-30,9,14,19.012716339200004
2008-10-31,14,11,16.023340544
2008-11-01,17,4,-30.3021041664
2008-11-02,6,3,2.5638603775999975
2008-11-03,23,12,26.047240294399998
2008-11-04,11,10,32.1322105856
2008-11-05,22,15,7.8865076224000035
2008-11-06,17,15,0.8060112896000078
2008-11-07,21,8,20.6555972608
2008-11-08,1,4,15.1213101056
2008-11-09,5,0,-15.475084185599997
2008-11-10,17,6,31.1977859072
2008-11-11,11,5,39.1034012672
2008-11-12,25,8,36.827753984000005
2008-11-13,16,8,19.293853184
2008-11-14,20,8,-11.9206986752
2008-11-15,14,5,-3.1307080704000043
2008-11-16,17,1,21.8019920896
2008-11-17,9,9,1.0001752064000016
2008-11-18,15,17,54.8791957504
2008-11-19,23,36,48.323748454400004
2008-11-20,21,11,7.4870075392000075
2008-11-21,17,9,21.098376396800006
2008-11-22,15,2,-7.283607142400001
2008-11-23,9,2,-15.206456320000001
2008-11-24,18,19,32.262159667199995
2008-11-25,15,10,2.0503283711999956
2008-11-26,12,3,23.382123315200005
2008-11-27,9,1,11.168872448000002
2008-11-28,7,0,-8.837873561599999
2008-11-29,13,0,-1.268056780800002
2008-11-30,6,0,20.383202611199998
2008-12-01,15,2,35.0460676096
2008-12-02,30,6,14.802964684800003
2008-12-03,18,12,19.0743488512
2008-12-04,12,8,-0.1400892415999948
2008-12-05,26,11,10.3841729536
2008-12-06,16,2,-14.342850764799998
2008-12-07,7,0,20.0557580288
2008-12-08,16,2,18.4966795264
2008-12-09,27,10,31.189121024000002
2008-12-10,15,13,0.8422886400000067
2008-12-11,12,10,7.886818508800005
2008-12-12,20,8,16.430976614400002
2008-12-13,8,1,-2.6344922111999978
2008-12-14,5,1,-12.4249334784
2008-12-15,10,8,18.7529153536
2008-12-16,7,6,26.121005670400002
2008-12-17,7,8,19.398582374400004
2008-12-18,17,4,13.404434841600008
2008-12-19,11,21,0.18700492800000035
2008-12-20,4,2,-4.430670335999999
2008-12-21,18,6,-1.980162969600002
2008-12-22,7,1,22.198289408
2008-12-23,5,1,23.0994987008
2008-12-24,2,0,-13.007858073599998
2008-12-25,1,0,-11.2717452288
2008-12-26,2,1,-0.7000465408000007
2008-12-27,5,0,-6.681870745600001
2008-12-28,2,0,-0.8322709504000017
2008-12-29,10,0,9.858602393600002
2008-12-30,13,3,-8.545210368
2008-12-31,6,0,11.6843308032
2009-01-01,4,0,0.41171886080000064
2009-01-02,10,0,30.516219289600002
2009-01-03,12,0,-6.342072627199997
2009-01-04,16,0,17.7597316096
2009-01-05,27,4,80.3496696832
2009-01-06,25,18,-5.427509350399987
2009-01-07,19,14,12.35197276160001
2009-01-08,9,9,24.7617857536
2009-01-09,17,14,18.7885869056
2009-01-10,6,3,-23.420461772799996
2009-01-11,11,0,5.034305228800001
2009-01-12,22,0,28.3341065216
2009-01-13,25,4,34.18739456
2009-01-14,19,6,-13.144493158399996
2009-01-15,13,11,10.278127411200003
2009-01-16,20,38,57.337152
2009-01-17,12,1,1.406553190400004
2009-01-18,10,0,0.823921459200001
2009-01-19,4,0,20.486408192
2009-01-20,14,7,27.2479814656
2009-01-21,11,9,33.8618138624
2009-01-22,13,3,9.483199078400006
2009-01-23,6,7,12.571741593600002
2009-01-24,8,2,-3.059299430400003
2009-01-25,3,0,-9.8873008128
2009-01-26,9,11,58.3853810688
2009-01-27,8,15,10.213884108800002
2009-01-28,17,5,38.3239919616
2009-01-29,12,4,10.66952417280001
2009-01-30,13,11,51.7071926272
2009-01-31,8,3,-26.66426480639999
2009-02-01,2,2,-29.7537215488
2009-02-02,14,3,40.7913038848
2009-02-03,12,5,59.260474880000004
2009-02-04,7,5,41.54129561600001
2009-02-05,11,11,7.327509913600011
2009-02-06,10,10,14.973178675200003
2009-02-07,5,8,17.2155444224
2009-02-08,3,5,-6.136099942400001
2009-02-09,15,4,9.1309802496
2009-02-10,16,7,15.764608409600001
2009-02-11,9,4,20.762144665600005
2009-02-12,17,4,16.028318617600007
2009-02-13,16,7,47.57305282560001
2009-02-14,2,1,-7.496888115199994
2009-02-15,5,3,-9.020924518400001
2009-02-16,7,4,29.1627165696
2009-02-17,16,12,58.8454320128
2009-02-18,16,4,42.748127436800004
2009-02-19,11,0,14.986066432000001
2009-02-20,8,7,33.835600998400004
2009-02-21,15,1,-21.54765567999999
2009-02-22,5,1,-4.614853324799995
2009-02-23,8,0,2.7307032575999983
2009-02-24,8,6,15.984259481599999
2009-02-25,13,1,13.8642397184
2009-02-26,7,3,34.295136768
2009-02-27,10,2,4.342374195200009
2009-02-28,7,2,20.1381823488
2009-03-01,18,0,9.083453542400008
2009-03-02,9,0,41.519953203200004
2009-03-03,12,11,11.495562444800001
2009-03-04,13,7,57.795997696
2009-03-05,9,21,12.488302899200008
2009-03-06,9,12,22.193886310400003
2009-03-07,5,7,-21.18632355839999
2009-03-08,5,5,-4.023875276799998
2009-03-09,8,1,47.81731327999999
2009-03-10,7,13,21.573375283200008
2009-03-11,15,13,29.443500544000003
2009-03-12,12,6,27.793918259200005
2009-03-13,6,12,57.5530172416
2009-03-14,3,0,-46.87511326719999
2009-03-15,3,0,-16.942362521600003
2009-03-16,12,3,-4.676642099200002
2009-03-17,22,7,29.083935436799997
2009-03-18,13,8,69.6362243072
2009-03-19,8,4,-5.631771340799993
2009-03-20,3,9,21.768429260800005
2009-03-21,2,3,-13.507958476799992
2009-03-22,7,0,0.4114098175999956
2009-03-23,9,3,32.244630630399996
2009-03-24,11,13,27.322805248
2009-03-25,14,10,7.6541587456
2009-03-26,7,4,20.714408652800003
2009-03-27,29,9,21.069171712
2009-03-28,41,3,25.7670590464
2009-03-29,23,0,7.577721344000004
2009-03-30,32,6,11.518593126400006
2009-03-31,35,20,30.755662233600006
2009-04-01,27,7,42.9309688832
2009-04-02,23,8,-4.391622860799998
