,facebook/react,vuejs/core,sveltejs/svelte
2019-05-25,-0.988794455584376,1,4
2019-05-26,0.9680727543765641,2,23
2019-05-27,-0.7237429025359343,4,30
2019-05-28,8.656463421093754,9,12
2019-05-29,7.957111893531252,14,3
2019-05-30,5.759259780092188,7,5
2019-05-31,6.842472289706251,4,0
2019-06-01,6.900864707548438,3,3
2019-06-02,5.96643695243125,3,5
2019-06-03,14.02381603463125,6,7
2019-06-04,9.191281541876563,0,5
2019-06-05,8.200671704807814,1,5
2019-06-06,0.20676991198437555,5,15
2019-06-07,6.024629591765627,1,5
2019-06-08,6.887236996321877,0,0
2019-06-09,8.77276524003594,0,20
2019-06-10,5.540148783051563,0,10
2019-06-11,1.736659428962501,2,0
2019-06-12,10.200885406987501,2,4
2019-06-13,1.675046887646876,1,4
2019-06-14,4.275115750557814,0,1
2019-06-15,2.3200475345171885,0,1
2019-06-16,-1.4770493961781235,0,24
2019-06-17,6.050710264004689,0,0
2019-06-18,10.626305182979689,0,3
2019-06-19,9.01441302265,5,5
2019-06-20,5.8242709736687495,2,0
2019-06-21,5.96009279000625,0,4
2019-06-22,6.030352676762501,0,3
2019-06-23,-1.9894889547781243,0,9
2019-06-24,7.800220316106252,0,27
2019-06-25,1.232881316390626,0,29
2019-06-26,2.5998275173109393,0,9
2019-06-27,1.6794826563968759,0,7
2019-06-28,0.8855579479796889,0,9
2019-06-29,-0.8885251444124991,0,10
2019-06-30,-0.5686956869124989,0,10
2019-07-01,4.610025375962501,0,15
2019-07-02,4.238280794109375,0,12
2019-07-03,3.0546110656296874,0,10
2019-07-04,2.1094250765796874,0,4
2019-07-05,1.1896997583093751,0,1
2019-07-06,0.3227705663609379,0,7
2019-07-07,-0.5213415175718744,0,7
2019-07-08,4.65026695625,0,1
2019-07-09,0.2258666536718753,0,8
2019-07-10,1.4484073497421879,0,9
2019-07-11,3.4565106215078125,0,0
2019-07-12,2.280537745809375,0,2
2019-07-13,1.3063268701109374,0,1
2019-07-14,0.40138216941250016,0,4
2019-07-15,1.532587153714063,0,1
2019-07-16,1.4862862136718755,0,0
2019-07-17,3.465426731804688,0,0
2019-07-18,4.288707698932813,0,1
2019-07-19,4.090882179115625,0,2
2019-07-20,1.9897917458093748,0,2
2019-07-21,-0.8641344048890625,0,1
2019-07-22,4.479843064412501,0,0
2019-07-23,7.128232828932813,0,13
2019-07-24,13.686309571396876,0,3
2019-07-25,8.772800249115624,0,0
2019-07-26,5.717296006028125,0,10
2019-07-27,0.9084993334921876,0,2
2019-07-28,0.4511192357734386,0,2
2019-07-29,2.7820001111421893,0,1
2019-07-30,3.7478944274218766,0,9
2019-07-31,8.642350151945314,0,2
2019-08-01,1.1332824757281252,0,2
2019-08-02,6.633146661289063,0,8
2019-08-03,-0.6163184957703125,0,35
2019-08-04,0.996560048165626,0,18
2019-08-05,5.149326968860938,0,5
2019-08-06,5.825690186615626,0,4
2019-08-07,2.5915435247781256,0,1
2019-08-08,5.780303668414063,0,4
2019-08-09,7.54968645309375,0,0
2019-08-10,0.2905012170171877,0,1
2019-08-11,-1.1778858508031245,0,10
2019-08-12,12.258163756432813,0,5
2019-08-13,12.139708743084375,5,2
2019-08-14,23.574744071175,0,0
2019-08-15,13.074087293935936,0,8
2019-08-16,7.235646607496873,4,11
2019-08-17,0.7281130726078127,0,3
2019-08-18,2.591808038645315,0,8
2019-08-19,8.890918068678127,8,16
2019-08-20,8.437815608296876,9,10
2019-08-21,6.247233969814064,6,5
2019-08-22,3.4239854523406263,4,9
2019-08-23,-1.1820814459499984,9,0
2019-08-24,-0.3892885337828107,0,0
2019-08-25,-1.0101579987078106,3,0
2019-08-26,9.309224478528128,4,2
2019-08-27,12.466402522898438,6,0
2019-08-28,6.736766587682812,1,0
2019-08-29,9.91065686496406,4,1
2019-08-30,-1.3678802596671877,11,10
2019-08-31,-1.4179976244812489,3,2
2019-09-01,-0.9481842905515611,2,2
2019-09-02,0.27489525996406483,4,0
2019-09-03,1.3164835098437515,8,2
2019-09-04,5.2631509261718765,9,17
2019-09-05,6.93151487985625,5,7
2019-09-06,4.650834374739063,7,5
2019-09-07,-1.2987962934468755,2,22
2019-09-08,-0.6757693650359373,0,30
2019-09-09,6.529581778750001,0,7
2019-09-10,8.936363219484376,0,5
2019-09-11,17.388905743932813,23,3
2019-09-12,2.2085707718343732,6,0
2019-09-13,5.0218607031593745,0,0
2019-09-14,-0.9105429483812497,4,0
2019-09-15,-1.253782202715623,0,0
2019-09-16,3.136693251250002,7,2
2019-09-17,8.918285358890627,5,6
2019-09-18,2.255454860842188,0,1
2019-09-19,4.60649420859375,7,0
2019-09-20,0.5541123504890626,10,2
2019-09-21,-0.9751581500390616,3,3
2019-09-22,-0.6258258307671866,4,0
2019-09-23,11.570164237464063,14,0
2019-09-24,3.4601162354375,8,1
2019-09-25,8.6751410997,13,0
2019-09-26,6.217852020078125,6,0
2019-09-27,3.2463573192625,3,0
2019-09-28,4.488756758753125,10,0
2019-09-29,0.4850493949281258,0,0
2019-09-30,4.862098082500001,5,0
2019-10-01,1.604845137562501,9,1
2019-10-02,2.8035803919906264,17,0
2019-10-03,8.863737474664063,9,0
2019-10-04,-0.7166840857343748,11,6
2019-10-05,-1.0306065878656243,22,0
2019-10-06,-0.6615638582734368,15,1
2019-10-07,5.524830043753126,8,0
2019-10-08,1.0580332780843755,15,0
2019-10-09,0.2587902857375004,20,11
2019-10-10,-0.5485687846703122,20,0
2019-10-11,1.6336527634500007,22,3
2019-10-12,-0.4600823383749995,19,10
2019-10-13,-0.23026692753593714,2,2
2019-10-14,2.8339970475000005,24,0
2019-10-15,5.56591571690625,22,1
2019-10-16,5.152143062503125,22,11
2019-10-17,2.9918099569124994,6,13
2019-10-18,5.066426254964062,12,6
2019-10-19,2.85753812396875,1,9
2019-10-20,-1.0609592425718748,3,5
2019-10-21,2.357396336250001,18,4
2019-10-22,1.2233188084531257,6,2
2019-10-23,1.2838328367984384,11,5
2019-10-24,-0.6711168533093745,8,9
2019-10-25,-0.4168640947781243,12,7
2019-10-26,0.7179446767625006,9,3
2019-10-27,-0.30171090477812446,0,18
2019-10-28,0.8295659761062504,10,19
2019-10-29,3.794283643453125,4,1
2019-10-30,3.467816923860937,8,5
2019-10-31,2.3394489188968746,6,3
2019-11-01,3.355377782428125,7,0
2019-11-02,0.24113955374999985,5,2
2019-11-03,-0.5353473255156247,4,6
2019-11-04,3.642404901214063,9,2
2019-11-05,2.3339086019843753,5,2
2019-11-06,3.304337572901563,6,28
2019-11-07,2.1770854490437497,7,3
2019-11-08,0.23201285330937516,5,2
2019-11-09,1.4499819940796879,7,17
2019-11-10,1.4426879768406256,0,10
2019-11-11,4.462785824964063,0,12
2019-11-12,1.1597848591875,1,6
2019-11-13,0.31439707830937524,0,6
2019-11-14,2.4840285890796876,5,11
2019-11-15,6.362735929559376,5,9
2019-11-16,-1.0686850381234376,2,5
2019-11-17,2.431071066432813,0,8
2019-11-18,0.3046689126468751,3,11
2019-11-19,-0.5279764251499992,2,1
2019-11-20,-0.3550278724609369,1,2
2019-11-21,3.757731305662501,3,0
2019-11-22,-0.5837724153328123,6,0
2019-11-23,-0.32777753621718725,4,11
2019-11-24,-0.2192350690015623,3,0
2019-11-25,0.8775513647031254,7,2
2019-11-26,-0.19923187062343728,6,6
2019-11-27,1.8939530974640626,5,0
2019-11-28,0.7271252149999999,8,3
2019-11-29,0.7510642479375,6,3
2019-11-30,-0.25171216014375003,0,10
2019-12-01,-0.12798701249999986,2,0
2019-12-02,-0.09248969624999981,13,0
2019-12-03,3.927328411984375,4,0
2019-12-04,3.540134992464062,4,5
2019-12-05,-0.6233923347812503,1,0
2019-12-06,0.6685402856624999,0,0
2019-12-07,-0.31461716555156233,0,0
2019-12-08,-0.200515852535937,0,1
2019-12-09,3.8543849500000005,9,16
2019-12-10,0.482314665,10,7
2019-12-11,2.6212352129375,12,5
2019-12-12,2.45596932529375,0,0
2019-12-13,0.4091608936062501,20,0
2019-12-14,2.584802186984375,1,0
2019-12-15,-0.5696511525359373,3,1
2019-12-16,2.6686254525000006,0,0
2019-12-17,10.4566342641875,12,0
2019-12-18,7.570964900590624,8,5
2019-12-19,2.3876028571671863,6,0
2019-12-20,3.715031269595312,8,0
2019-12-21,-1.2801837093734372,0,1
2019-12-22,3.221163420917189,7,2
2019-12-23,-0.9734605338578115,5,8
2019-12-24,-0.6169732102968738,3,5
2019-12-25,-0.47752306702968655,0,0
2019-12-26,-0.37133704253593636,1,0
2019-12-27,-0.23379840613593683,0,0
2019-12-28,-0.13408502522187463,0,0
2019-12-29,4.913630952320313,0,3
2019-12-30,0.4617267479374997,7,1
2019-12-31,-0.3585954101437502,0,0
2020-01-01,0.8124999999999999,0,0
2020-01-02,2.7681875000000002,8,3
2020-01-03,3.5537537500000003,0,0
2020-01-04,1.3545731874999998,3,0
2020-01-05,0.44520700624999987,0,5
2020-01-06,7.558960488671875,7,4
2020-01-07,0.9022751618046874,2,3
2020-01-08,1.2467294137140625,2,2
2020-01-09,7.333606548234375,0,0
2020-01-10,1.7637806484171876,1,0
2020-01-11,-0.9860782146703122,0,1
2020-01-12,2.3943196675750005,0,1
2020-01-13,-0.7244731130874993,7,5
2020-01-14,4.540621725839063,0,3
2020-01-15,1.1523388111812503,0,0
2020-01-16,-0.6511574386031247,6,1
2020-01-17,3.592524452053125,0,5
2020-01-18,-0.6956942968343747,0,1
2020-01-19,-0.360386396357812,0,1
2020-01-20,1.7592514984531253,9,4
2020-01-21,2.610360936142188,1,2
2020-01-22,2.475504042421875,5,3
2020-01-23,-0.6057789387109376,1,6
2020-01-24,3.6770025099281254,0,1
2020-01-25,0.3820057479375001,0,3
2020-01-26,-0.4502571851437497,2,0
2020-01-27,0.7309763200000002,19,6
2020-01-28,0.6969462477187505,3,2
2020-01-29,5.69108676713125,10,0
2020-01-30,5.203833703345312,4,2
2020-01-31,2.998104144892187,8,1
2020-02-01,-0.9271461983125004,0,0
2020-02-02,0.45258251434062535,2,0
2020-02-03,4.532669938714063,11,1
2020-02-04,7.176015415734375,14,0
2020-02-05,-0.28146841805156275,11,0
2020-02-06,3.1918185418703127,16,0
2020-02-07,2.055392971690625,8,0
2020-02-08,-0.8562121297781242,1,5
2020-02-09,-0.5090956688937494,4,6
2020-02-10,5.645400355734376,16,0
2020-02-11,3.115393499885938,3,0
2020-02-12,1.0993672369453127,6,2
2020-02-13,2.288380044196875,6,0
2020-02-14,0.29207180665156274,9,0
2020-02-15,-0.5336508491906244,9,4
2020-02-16,-0.34046063260781195,2,0
2020-02-17,2.7580687725000006,2,0
2020-02-18,8.50287856190625,14,4
2020-02-19,8.798543452721875,3,0
2020-02-20,1.4103248625749991,0,1
2020-02-21,3.8749161596312494,10,1
2020-02-22,0.8109223793765628,7,0
2020-02-23,-0.9100606400359366,0,9
2020-02-24,1.3926057987500011,3,0
2020-02-25,4.331168919703126,3,0
2020-02-26,10.026356875251563,14,2
2020-02-27,7.315402545770312,6,1
2020-02-28,8.22668902934375,2,1
2020-02-29,0.05072848481406189,0,6
2020-03-01,-1.301826163710937,2,1
2020-03-02,2.156958089928126,0,1
2020-03-03,4.071937005218752,3,0
2020-03-04,2.857379458600001,1,1
2020-03-05,7.878557402898438,2,4
2020-03-06,4.399749317464062,10,0
2020-03-07,0.5358770545203126,0,0
2020-03-08,-1.0323449388906245,0,1
2020-03-09,-0.6273183563218739,7,0
2020-03-10,6.537152779703126,4,1
2020-03-11,6.9261034798140635,3,0
2020-03-12,5.593683644007813,3,1
2020-03-13,4.527903570215624,6,0
2020-03-14,-1.4428244434171875,0,6
2020-03-15,-0.8171469912468741,2,5
2020-03-16,3.446496707428126,23,2
2020-03-17,5.180255776250001,2,0
2020-03-18,7.875437651390625,6,0
2020-03-19,5.424033579373438,3,0
2020-03-20,3.440618811103125,1,1
2020-03-21,1.6238561541546876,3,0
2020-03-22,0.8897958347843757,0,2
2020-03-23,1.1094648900000008,13,0
2020-03-24,4.185076707937501,13,1
2020-03-25,2.927446108012501,6,0
2020-03-26,6.9483508813937505,2,0
2020-03-27,-0.4335808826828127,7,0
2020-03-28,0.12421535342031298,1,0
2020-03-29,3.344555630773438,0,0
2020-03-30,3.1644023613609384,5,0
2020-03-31,6.097852637646875,4,0
2020-04-01,15.75491059485,1,0
2020-04-02,7.590054152757812,8,0
2020-04-03,5.753985376981249,9,0
2020-04-04,1.915894620446875,10,0
2020-04-05,-0.6240697505515613,2,0
2020-04-06,2.828209272901564,7,3
2020-04-07,8.741253751543752,8,3
2020-04-08,4.159129437496876,8,0
2020-04-09,15.313184148482813,1,0
2020-04-10,2.266372006732812,6,0
2020-04-11,-0.9251638269843747,0,1
2020-04-12,-1.2638483185999991,1,3
2020-04-13,5.145378366840627,9,0
2020-04-14,3.757621607901564,7,0
2020-04-15,1.709158819700001,13,0
2020-04-16,9.892081947796875,9,0
2020-04-17,4.21684006976875,10,0
2020-04-18,1.4177712455609377,0,1
2020-04-19,-1.1566059006953124,1,0
2020-04-20,5.277591157464063,12,3
2020-04-21,6.860876353156251,1,0
2020-04-22,0.4950140934562506,10,1
2020-04-23,4.948947814523438,0,13
2020-04-24,-0.27847121577968714,12,3
2020-04-25,4.127921155260939,1,0
2020-04-26,-0.044329129262499656,3,0
2020-04-27,-0.7067633351078116,3,1
2020-04-28,3.5226535269062507,0,4
2020-04-29,2.223971663159376,3,10
2020-04-30,3.2527021136812504,8,0
2020-05-01,12.183771908084374,20,1
2020-05-02,-1.7767419219812508,6,0
2020-05-03,1.1072113861359376,3,11
2020-05-04,3.194289124304688,16,2
2020-05-05,8.084660824964063,2,0
2020-05-06,4.5292798591875005,7,0
2020-05-07,2.5618937033093747,9,0
2020-05-08,2.750928639079688,0,0
2020-05-09,0.8142629956531258,0,0
2020-05-10,0.05295372453281355,0,0
2020-05-11,2.3346799764687507,11,3
2020-05-12,10.216996701615626,0,0
2020-05-13,4.3917875452156245,0,2
2020-05-14,2.536581614082812,0,0
2020-05-15,4.779030572721875,8,1
2020-05-16,-1.3338558172062496,0,0
2020-05-17,-0.7885710199249989,3,16
2020-05-18,2.445220255662501,13,0
2020-05-19,2.2734514746671888,0,2
2020-05-20,2.2186412717203132,0,2
2020-05-21,9.206355884010938,2,4
2020-05-22,-1.4377160447781254,1,0
2020-05-23,1.2631569617625003,0,0
2020-05-24,-0.6852169027156247,0,0
2020-05-25,-0.41774237624999894,0,1
2020-05-26,3.680360434703126,1,6
2020-05-27,10.339872289595313,0,1
2020-05-28,7.522928040845311,0,1
2020-05-29,5.343796287235937,2,1
2020-05-30,-1.6073259178593755,0,0
2020-05-31,-0.8823911260312494,0,0
2020-06-01,0.36780749492812637,0,1
2020-06-02,-0.5788451724999986,0,6
2020-06-03,-0.43657927331249885,0,0
2020-06-04,-0.3593242070656241,0,0
2020-06-05,-0.27682056878593675,1,0
2020-06-06,-0.15868461393281208,0,1
2020-06-07,-0.07195398025156231,0,0
2020-06-08,-0.011093696249999967,0,10
2020-06-09,-0.009568313015624975,12,3
2020-06-10,-0.008398852535937478,4,6
2020-06-11,1.0,12,0
2020-06-12,2.9,22,1
2020-06-13,0.6549999999999997,0,0
2020-06-14,-0.2635000000000002,0,0
2020-06-15,0.8488374999999999,12,0
2020-06-16,1.7933957500000002,4,1
2020-06-17,0.6728252375000001,5,0
2020-06-18,-0.28519648374999995,0,0
2020-06-19,1.8213260857343752,0,0
2020-06-20,-0.33413923783281235,0,0
2020-06-21,-0.19082288312343726,0,0
2020-06-22,-0.11893332378593735,0,0
2020-06-23,4.913757281984375,1,9
2020-06-24,-0.5708626748171878,1,1
2020-06-25,1.7223099569125,12,5
2020-06-26,1.6269137549640624,13,0
2020-06-27,-0.41244912603124984,2,6
2020-06-28,-0.2443814550718748,0,1
2020-06-29,0.8358649375000002,9,0
2020-06-30,7.77097301875,7,1
2020-07-01,12.048600909921875,6,0
2020-07-02,0.22099431982031126,3,0
2020-07-03,-1.0749865185312506,1,0
2020-07-04,-0.6778510811031246,1,0
2020-07-05,-0.48450621757187357,0,0
2020-07-06,6.632767453750001,9,0
2020-07-07,5.9983424544843755,7,11
2020-07-08,8.729512567089062,9,2
2020-07-09,4.271733718009374,13,0
2020-07-10,8.477540791001562,9,0
2020-07-11,-1.8292524550718754,2,0
2020-07-12,-1.032576337499999,1,0
2020-07-13,6.260067538750001,8,3
2020-07-14,0.7204203101406264,7,3
2020-07-15,7.008153303639063,18,0
2020-07-16,3.5578425995921874,11,0
2020-07-17,3.6860271340468755,10,2
2020-07-18,-1.253218495371875,0,0
2020-07-19,-0.7411561128593741,12,0
2020-07-20,2.5212736012500008,5,1
2020-07-21,1.321642066390626,16,4
2020-07-22,2.3519280237171882,0,0
2020-07-23,1.3098772470531252,6,0
2020-07-24,2.3755116333843755,0,3
2020-07-25,0.3449889222421876,0,0
2020-07-26,0.5322986998203129,0,0
2020-07-27,9.62021963625,6,0
2020-07-28,0.7419006309531246,23,2
2020-07-29,5.148548952610938,2,0
2020-07-30,1.8810446758812498,2,1
2020-07-31,7.059481965110938,0,0
2020-08-01,-0.37825085286875004,0,0
2020-08-02,-0.8791871918734369,0,0
2020-08-03,2.4130838469484384,8,1
2020-08-04,0.2526082998078135,4,0
2020-08-05,3.406230133609376,3,8
2020-08-06,5.240598478084375,6,0
2020-08-07,2.9485028632375,0,2
2020-08-08,-0.9658495079828127,0,0
2020-08-09,-0.5660119208031246,0,0
2020-08-10,6.642716046214063,0,0
2020-08-11,0.028202814703125245,0,2
2020-08-12,1.362421269376563,2,10
2020-08-13,4.389617667901563,4,1
2020-08-14,4.1014824267625,12,2
2020-08-15,-0.004146117278124972,0,0
2020-08-16,-0.6506712476437498,0,0
2020-08-17,5.58613611375,4,2
2020-08-18,2.083207837640625,8,0
2020-08-19,5.172396014232813,12,0
2020-08-20,4.929069227682812,7,1
2020-08-21,1.7872552361,6,1
2020-08-22,-0.0006175240078123423,4,0
2020-08-23,-0.7088599006953119,2,0
2020-08-24,3.5343774324640633,6,0
2020-08-25,0.2431489581562507,9,0
2020-08-26,2.4263549432375004,9,1
2020-08-27,1.3362285992984377,0,2
2020-08-28,5.3996039054406255,1,0
2020-08-29,0.049178749487499784,2,0
2020-08-30,-0.5925171706234373,1,0
2020-08-31,0.6283890999640629,1,1
2020-09-01,1.6264385141875006,3,2
2020-09-02,2.5348681630906253,9,0
2020-09-03,4.427119990917188,2,0
2020-09-04,5.163280126360937,3,2
2020-09-05,-1.0532430294156252,0,1
2020-09-06,-0.5798444407312497,0,1
2020-09-07,0.631520676214063,0,0
2020-09-08,0.6241995069843758,0,0
2020-09-09,1.631672870182813,0,1
2020-09-10,5.54655679963125,0,13
2020-09-11,2.1212371998140624,0,1
2020-09-12,0.23681660922656245,0,0
2020-09-13,-0.526996877715625,0,1
2020-09-14,3.6890357912500007,11,0
2020-09-15,0.3658259657343753,23,10
2020-09-16,0.5318606169484379,11,0
2020-09-17,1.5912995564328127,1,0
2020-09-18,2.5231993155843755,12,4
2020-09-19,-0.5938212505124998,0,0
2020-09-20,-0.3161921706234373,0,0
2020-09-21,4.791122599964063,0,1
2020-09-22,5.3432500391875,3,2
2020-09-23,1.0460683055906248,1,0
2020-09-24,0.3078594044484373,0,6
2020-09-25,2.474870932682813,0,2
2020-09-26,-0.6520613941187495,0,0
2020-09-27,-0.3925321201078119,0,0
2020-09-28,1.7271634437500005,1,0
2020-09-29,0.5811679824218755,0,9
2020-09-30,2.6268962042265627,0,1
2020-10-01,3.477890525003125,0,4
2020-10-02,0.33552789316249987,0,2
2020-10-03,-0.4554997915828125,0,0
2020-10-04,-0.2886248326078122,0,1
2020-10-05,2.8051503450000004,8,0
2020-10-06,0.5451541402187503,5,0
2020-10-07,-0.3634119068374998,3,0
2020-10-08,2.7748594109171876,6,0
2020-10-09,2.534948994079688,1,0
2020-10-10,-0.547176473159375,1,0
2020-10-11,-0.2845016400359375,0,0
2020-10-12,0.8060693987500003,0,0
2020-10-13,1.7498636147031255,18,0
2020-10-14,6.6323988418765625,1,0
2020-10-15,2.1003340212140618,7,0
2020-10-16,6.245351472203125,0,0
2020-10-17,-0.14584324665468795,0,0
2020-10-18,-0.7157295701078121,0,1
2020-10-19,3.5432775287500005,8,3
2020-10-20,3.2546224569843756,9,2
2020-10-21,2.141842860182813,0,2
2020-10-22,2.18069217756875,1,13
2020-10-23,-0.8099647930484372,1,0
2020-10-24,-0.4708854449671869,0,0
2020-10-25,-0.3329628307671868,0,1
2020-10-26,-0.21575943753593682,1,1
2020-10-27,2.8295156754375004,1,0
2020-10-28,-0.44463578845624985,0,5
2020-10-29,1.7694185620593752,1,3
2020-10-30,2.6605985033453123,5,0
2020-10-31,1.5228159423921874,0,0
2020-11-01,-0.44035025000000017,0,2
2020-11-02,0.7436889625,0,1
2020-11-03,3.7154979112500004,1,1
2020-11-04,-0.5897042140468749,0,1
2020-11-05,-0.3276034876078123,0,1
2020-11-06,-0.21340423978124978,1,1
2020-11-07,-0.16645678661874946,0,0
2020-11-08,0.8780378038609379,0,0
2020-11-09,2.819460548678125,3,10
2020-11-10,4.601056901984375,4,3
2020-11-11,6.289827895401562,1,0
2020-11-12,5.935242089856249,4,0
2020-11-13,7.764395749999999,6,0
2020-11-14,-1.5793247625000006,3,0
2020-11-15,-0.8803009837499995,0,0
2020-11-16,1.377385785734376,6,1
2020-11-17,1.3165138896671889,8,1
2020-11-18,2.3221211660640635,0,5
2020-11-19,-0.7520864400390621,15,2
2020-11-20,3.541061574889063,5,0
2020-11-21,-0.7039652848921873,2,0
2020-11-22,-0.376134697823437,1,0
