,flutter/flutter,NativeScript/NativeScript,facebook/react-native
2015-05-13,2.4890899658203125,8,50
2015-05-14,2.375,8,36
2015-05-15,-1.4375,11,21
2015-05-16,-1.2265625,0,5
2015-05-17,-0.51953125,0,2
2015-05-18,2.6787109375,11,13
2015-05-19,7.27392578125,13,2
2015-05-20,-4.045806884765625,6,9
2015-05-21,3.0523529052734375,8,6
2015-05-22,-3.4058990478515625,6,13
2015-05-23,-0.177825927734375,0,7
2015-05-24,-1.1700897216796875,0,1
2015-05-25,-0.58056640625,14,4
2015-05-26,4.595977783203125,5,14
2015-05-27,6.1917266845703125,11,9
2015-05-28,6.6558074951171875,4,25
2015-05-29,-5.5343780517578125,9,20
2015-05-30,-3.3284759521484375,0,8
2015-05-31,-1.501373291015625,1,10
2015-06-01,2.0467071533203125,7,13
2015-06-02,7.82861328125,11,18
2015-06-03,4.113739013671875,9,24
2015-06-04,9.155746459960938,3,7
2015-06-05,-6.2797088623046875,2,9
2015-06-06,-5.2547607421875,0,5
2015-06-07,-2.247406005859375,0,5
2015-06-08,7.59814453125,4,9
2015-06-09,4.500762939453125,3,17
2015-06-10,5.1127166748046875,3,10
2015-06-11,4.607635498046875,11,20
2015-06-12,-4.359588623046875,4,42
2015-06-13,-2.7386474609375,0,3
2015-06-14,-3.90789794921875,0,0
2015-06-15,3.12646484375,10,17
2015-06-16,6.236663818359375,3,9
2015-06-17,3.4320220947265625,19,11
2015-06-18,4.777252197265625,33,11
2015-06-19,-4.513519287109375,1,14
2015-06-20,-4.9079742431640625,0,7
2015-06-21,-2.1104278564453125,0,1
2015-06-22,8.689437866210938,0,19
2015-06-23,5.083953857421875,2,13
2015-06-24,2.5479278564453125,2,17
2015-06-25,5.484588623046875,9,22
2015-06-26,1.841217041015625,14,6
2015-06-27,-8.63641357421875,0,4
2015-06-28,-3.12762451171875,0,1
2015-06-29,-0.85546875,9,4
2015-06-30,0.20159912109375,5,13
2015-07-01,-0.10662841796875,9,11
2015-07-02,-0.9984893798828125,4,7
2015-07-03,-1.37060546875,4,9
2015-07-04,-0.6413116455078125,0,0
2015-07-05,-0.3358306884765625,0,1
2015-07-06,7.84912109375,22,10
2015-07-07,-3.113677978515625,18,15
2015-07-08,2.4101715087890625,6,16
2015-07-09,-0.689117431640625,10,15
2015-07-10,0.090087890625,9,17
2015-07-11,-1.7687225341796875,0,0
2015-07-12,-0.72265625,0,0
2015-07-13,-0.4619140625,6,12
2015-07-14,0.664306640625,11,19
2015-07-15,-0.760528564453125,23,17
2015-07-16,7.7384796142578125,17,10
2015-07-17,13.83544921875,4,14
2015-07-18,-2.087066650390625,0,1
2015-07-19,-6.799163818359375,0,0
2015-07-20,7.5419921875,12,8
2015-07-21,27.56201171875,6,17
2015-07-22,9.768157958984375,10,9
2015-07-23,10.897293090820312,6,12
2015-07-24,-0.199462890625,14,15
2015-07-25,-12.74090576171875,0,4
2015-07-26,-10.256195068359375,0,0
2015-07-27,13.9254150390625,11,22
2015-07-28,2.14447021484375,12,11
2015-07-29,4.631805419921875,8,11
2015-07-30,17.5721435546875,10,13
2015-07-31,-7.5044708251953125,11,6
2015-08-01,-9.265884399414062,0,6
2015-08-02,-5.344940185546875,0,4
2015-08-03,12.332489013671875,25,7
2015-08-04,6.805450439453125,12,9
2015-08-05,-0.0750579833984375,1,4
2015-08-06,5.8476715087890625,6,8
2015-08-07,26.148422241210938,13,16
2015-08-08,-17.219345092773438,0,4
2015-08-09,-11.012557983398438,0,0
2015-08-10,21.955078125,5,8
2015-08-11,33.273193359375,8,17
2015-08-12,-19.694076538085938,7,9
2015-08-13,14.9307861328125,11,18
2015-08-14,-4.6910552978515625,4,19
2015-08-15,-16.437759399414062,0,5
2015-08-16,-6.8677215576171875,0,1
2015-08-17,21.928024291992188,0,10
2015-08-18,4.130889892578125,6,8
2015-08-19,13.543502807617188,2,15
2015-08-20,5.85345458984375,1,21
2015-08-21,-2.6773223876953125,1,20
2015-08-22,-6.60455322265625,0,3
2015-08-23,-10.648361206054688,1,0
2015-08-24,16.1748046875,4,2
2015-08-25,35.30511474609375,7,29
2015-08-26,13.512603759765625,3,17
2015-08-27,-6.549041748046875,6,14
2015-08-28,2.6269073486328125,18,6
2015-08-29,-10.3270263671875,0,1
2015-08-30,-7.8784942626953125,0,3
2015-08-31,14.507766723632812,5,14
2015-09-01,-2.016632080078125,12,21
2015-09-02,6.9560394287109375,8,13
2015-09-03,12.592880249023438,12,15
2015-09-04,3.4241790771484375,26,19
2015-09-05,-15.069122314453125,3,5
2015-09-06,-8.048599243164062,0,7
2015-09-07,-4.0999298095703125,7,8
2015-09-08,5.342498779296875,0,15
2015-09-09,5.108673095703125,8,17
2015-09-10,3.2660064697265625,11,13
2015-09-11,11.793563842773438,6,10
2015-09-12,-12.844467163085938,1,9
2015-09-13,-4.940673828125,1,1
2015-09-14,8.508209228515625,7,14
2015-09-15,-3.1260528564453125,6,26
2015-09-16,24.443527221679688,7,33
2015-09-17,7.4058380126953125,7,12
2015-09-18,7.04840087890625,21,22
2015-09-19,-7.691497802734375,1,7
2015-09-20,-10.209976196289062,0,6
2015-09-21,8.749343872070312,6,7
2015-09-22,17.853057861328125,0,25
2015-09-23,14.008773803710938,5,29
2015-09-24,4.010284423828125,5,35
2015-09-25,18.453384399414062,10,18
2015-09-26,-15.9842529296875,0,5
2015-09-27,-11.71160888671875,0,0
2015-09-28,-3.1251220703125,5,3
2015-09-29,16.901504516601562,11,14
2015-09-30,19.123260498046875,17,12
2015-10-01,18.82635498046875,22,29
2015-10-02,-11.69586181640625,5,24
2015-10-03,-3.04473876953125,0,7
2015-10-04,-13.993820190429688,0,2
2015-10-05,19.232803344726562,11,24
2015-10-06,18.922317504882812,6,20
2015-10-07,-11.157333374023438,7,18
2015-10-08,9.180328369140625,6,22
2015-10-09,4.5687713623046875,18,30
2015-10-10,-6.3726806640625,1,9
2015-10-11,-8.798355102539062,0,0
2015-10-12,17.435562133789062,10,24
2015-10-13,9.497329711914062,12,35
2015-10-14,0.070709228515625,17,40
2015-10-15,3.781768798828125,20,9
2015-10-16,0.8413238525390625,12,27
2015-10-17,-10.725067138671875,0,5
2015-10-18,-3.8133087158203125,0,5
2015-10-19,21.01739501953125,10,21
2015-10-20,1.359527587890625,10,26
2015-10-21,5.4244537353515625,17,37
2015-10-22,0.59356689453125,13,24
2015-10-23,13.385848999023438,6,19
2015-10-24,-13.778656005859375,0,7
2015-10-25,-9.004440307617188,0,1
2015-10-26,33.61541748046875,4,25
2015-10-27,0.097991943359375,2,34
2015-10-28,5.1357879638671875,10,34
2015-10-29,12.968536376953125,20,22
2015-10-30,-9.19964599609375,20,23
2015-10-31,-10.319549560546875,0,11
2015-11-01,-7.2018280029296875,0,0
2015-11-02,14.229629516601562,29,16
2015-11-03,26.44586181640625,14,28
2015-11-04,7.841827392578125,6,22
2015-11-05,-2.5181884765625,8,28
2015-11-06,1.3446807861328125,30,24
2015-11-07,-3.2613372802734375,0,9
2015-11-08,-9.728866577148438,0,3
2015-11-09,7.141998291015625,18,21
2015-11-10,18.225204467773438,27,27
2015-11-11,4.1170806884765625,9,18
2015-11-12,8.180465698242188,12,13
2015-11-13,6.696258544921875,5,21
2015-11-14,-16.755599975585938,0,10
2015-11-15,-9.5938720703125,0,0
2015-11-16,14.039520263671875,9,16
2015-11-17,18.241424560546875,10,29
2015-11-18,3.7336273193359375,10,33
2015-11-19,5.197845458984375,2,13
2015-11-20,14.187896728515625,2,22
2015-11-21,-14.442977905273438,0,2
2015-11-22,-2.6467437744140625,0,2
2015-11-23,4.23321533203125,20,25
2015-11-24,8.501739501953125,7,37
2015-11-25,4.2540435791015625,15,16
2015-11-26,3.0848846435546875,6,28
2015-11-27,-13.4642333984375,11,14
2015-11-28,-4.899444580078125,0,1
2015-11-29,-0.7395782470703125,0,4
2015-11-30,10.434463500976562,7,19
2015-12-01,6.22332763671875,10,25
2015-12-02,8.591690063476562,10,25
2015-12-03,9.013442993164062,5,23
2015-12-04,22.764495849609375,10,8
2015-12-05,1.9921112060546875,0,6
2015-12-06,-21.451324462890625,0,6
2015-12-07,22.098175048828125,3,11
2015-12-08,12.252166748046875,10,22
2015-12-09,2.9618377685546875,3,17
2015-12-10,6.7799072265625,10,22
2015-12-11,-13.123321533203125,4,18
2015-12-12,-5.8918914794921875,8,14
2015-12-13,-9.659835815429688,0,11
2015-12-14,22.323593139648438,11,22
2015-12-15,13.50372314453125,9,36
2015-12-16,5.366058349609375,9,27
2015-12-17,-8.95416259765625,3,17
2015-12-18,-6.618499755859375,7,18
2015-12-19,-8.446258544921875,0,5
2015-12-20,-0.0169830322265625,0,7
2015-12-21,2.3577117919921875,4,9
2015-12-22,-2.905242919921875,6,8
2015-12-23,-4.1209259033203125,2,28
2015-12-24,0.063262939453125,0,10
2015-12-25,-1.09466552734375,0,3
2015-12-26,1.6608123779296875,0,7
2015-12-27,-2.105499267578125,0,2
2015-12-28,3.2576904296875,1,5
2015-12-29,-0.464874267578125,0,16
2015-12-30,1.1988067626953125,0,22
2015-12-31,1.8325042724609375,0,6
2016-01-01,-2.76007080078125,0,4
2016-01-02,9.041748046875,0,4
2016-01-03,-5.5540924072265625,0,5
2016-01-04,6.3735198974609375,2,24
2016-01-05,3.1195068359375,0,22
2016-01-06,9.4091796875,0,37
2016-01-07,20.60101318359375,1,31
2016-01-08,-1.9776763916015625,3,18
2016-01-09,-8.42352294921875,0,7
2016-01-10,-0.47467041015625,0,3
2016-01-11,22.890899658203125,11,7
2016-01-12,4.825927734375,16,17
2016-01-13,-6.3692626953125,10,12
2016-01-14,3.244659423828125,4,14
2016-01-15,2.4074554443359375,8,16
2016-01-16,-3.542144775390625,0,6
2016-01-17,-9.339141845703125,0,4
2016-01-18,8.949508666992188,6,18
2016-01-19,7.8760833740234375,13,10
2016-01-20,14.0,12,22
2016-01-21,5.8721466064453125,3,34
2016-01-22,3.9370269775390625,5,17
2016-01-23,-11.524581909179688,0,6
2016-01-24,-0.5910491943359375,2,1
2016-01-25,3.7968292236328125,8,14
2016-01-26,7.260955810546875,16,10
2016-01-27,7.4754486083984375,5,15
2016-01-28,3.3486480712890625,3,14
2016-01-29,-0.27569580078125,4,26
