,youzan/vant,ElemeFE/element,ant-design/ant-design
2021-03-08,10,0,0.9674292223999998
2021-03-09,3,0,9.6593803264
2021-03-10,1,0,-1.8924713983999997
2021-03-11,2,0,2.2426472448000005
2021-03-12,5,0,-0.0928843775999999
2021-03-13,2,0,3.5971677183999997
2021-03-14,12,0,1.5656332288000003
2021-03-15,16,0,-1.3008208895999998
2021-03-16,4,0,-1.0846768127999997
2021-03-17,13,0,-1.3865324544000002
2021-03-18,7,0,0.29245911039999983
2021-03-19,3,2,4.2711364608
2021-03-20,1,0,-1.2808409087999997
2021-03-21,1,0,-1.0858995711999997
2021-03-22,0,0,-0.41871144959999995
2021-03-23,3,0,1.8605356031999998
2021-03-24,0,0,4.220085145600001
2021-03-25,1,0,0.8592236544000005
2021-03-26,2,1,-0.7828113407999995
2021-03-27,0,0,-1.9949869055999998
2021-03-28,0,0,0.016109875199999735
2021-03-29,3,0,2.9978758144
2021-03-30,4,0,0.8561472512000003
2021-03-31,0,0,3.9357545472
2021-04-01,8,0,-0.3063373823999993
2021-04-02,7,0,-1.4825049087999997
2021-04-03,1,0,0.5069247487999999
2021-04-04,22,0,-1.5872756736000002
2021-04-05,2,0,-0.7660395520000003
2021-04-06,8,1,2.4742321152
2021-04-07,2,0,-1.5889247231999999
2021-04-08,12,1,3.3726923776
2021-04-09,7,0,0.02144696320000028
2021-04-10,10,0,3.5049086976000003
2021-04-11,3,0,-1.6289655807999996
2021-04-12,5,0,2.6111140863999998
2021-04-13,1,0,1.7018803200000003
2021-04-14,11,0,3.4507760640000003
2021-04-15,4,1,-2.4851631103999994
2021-04-16,10,1,-0.784531968
2021-04-17,1,0,-0.3865280512
2021-04-18,4,0,2.8349937664
2021-04-19,8,0,1.7502064640000001
2021-04-20,10,0,1.4997655552000002
2021-04-21,2,1,5.3474459648
2021-04-22,4,0,-1.3158126591999997
2021-04-23,1,0,4.1645135872
2021-04-24,0,0,-4.096385228799999
2021-04-25,3,0,-0.6778969088000002
2021-04-26,3,0,0.5488279551999999
2021-04-27,1,0,-1.6700593152
2021-04-28,1,0,5.1586664448
2021-04-29,2,0,-0.9578924031999994
2021-04-30,1,0,4.0904016896
2021-05-01,6,0,-3.2513516543999996
2021-05-02,4,0,0.7485159423999996
2021-05-03,10,0,-1.498808832
2021-05-04,1,0,-0.7303927808000004
2021-05-05,1,0,3.5105419264
2021-05-06,3,0,7.051345408
2021-05-07,1,0,-0.35722772479999954
2021-05-08,2,0,2.9015430144000005
2021-05-09,0,0,-3.7359300607999995
2021-05-10,1,0,7.499480576
2021-05-11,2,0,-2.537417113599999
2021-05-12,0,0,-2.5295590400000005
2021-05-13,1,0,1.6864773119999998
2021-05-14,1,0,-2.1012554752
2021-05-15,0,0,-0.9987976192000001
2021-05-16,1,0,-0.6006996992
2021-05-17,3,0,5.5871496192
2021-05-18,7,0,1.3370014720000007
2021-05-19,0,0,2.4656155648
2021-05-20,1,0,-0.9447079935999998
2021-05-21,2,0,-0.951067136
2021-05-22,6,0,-1.3445064704000003
2021-05-23,7,0,-0.7135872000000004
2021-05-24,0,0,15.50096384
2021-05-25,2,0,1.219263488000001
2021-05-26,2,0,-3.4251429887999993
2021-05-27,0,0,2.0293244928000003
2021-05-28,0,3,3.4697272319999994
2021-05-29,0,0,-3.3807840255999997
2021-05-30,1,0,-0.26302535680000005
2021-05-31,0,0,3.88646144
2021-06-01,4,1,1.4196577280000002
2021-06-02,1,1,-0.5768373247999996
2021-06-03,5,1,-1.6824438784
2021-06-04,4,1,0.35756400639999963
2021-06-05,0,0,0.26591027200000017
2021-06-06,3,0,0.3421768703999999
2021-06-07,6,2,10.432395059200001
2021-06-08,3,1,-2.5584249855999985
2021-06-09,1,1,5.8582536192
2021-06-10,3,0,-4.04485888
2021-06-11,3,1,1.6326782975999992
2021-06-12,4,0,-2.9060011008
2021-06-13,1,0,0.6235367423999996
2021-06-14,12,0,0.2875879424000001
2021-06-15,0,1,4.2944026624
2021-06-16,0,0,4.724848742400001
2021-06-17,5,1,-3.416219238399999
2021-06-18,3,1,1.9090746367999998
2021-06-19,3,0,-2.6608514048
2021-06-20,0,0,-1.1903721472000004
2021-06-21,1,1,-0.7420477440000002
2021-06-22,2,0,2.4538113023999997
2021-06-23,10,0,2.3937337344000005
2021-06-24,4,1,-2.2682579967999996
2021-06-25,3,0,4.136976793600001
2021-06-26,2,0,-2.4542210047999995
2021-06-27,4,0,0.09255137279999981
2021-06-28,1,0,0.0913024
2021-06-29,3,3,5.12503552
2021-06-30,2,0,4.147290624
2021-07-01,1,1,-2.8394333183999994
2021-07-02,5,0,5.1614025728
2021-07-03,3,0,-2.7462937599999995
2021-07-04,1,0,-0.8802365440000002
2021-07-05,2,0,0.6094305279999999
2021-07-06,3,0,1.3959283711999997
2021-07-07,2,0,-0.010553548799999923
2021-07-08,7,1,3.2784561152
2021-07-09,0,3,0.19854807040000022
2021-07-10,1,0,-2.2729259008
2021-07-11,3,0,-1.0220957696000001
2021-07-12,7,0,12.4065114112
2021-07-13,1,0,0.3812923392000007
2021-07-14,0,0,-0.27247656959999933
2021-07-15,8,0,-3.3814482943999997
2021-07-16,1,0,1.4387134463999995
2021-07-17,1,0,-2.20443392
2021-07-18,1,0,-1.0430280704000003
2021-07-19,7,0,4.31159552
2021-07-20,0,0,3.4760995840000004
2021-07-21,3,1,-2.4206485503999993
2021-07-22,12,0,5.3536986112000005
2021-07-23,3,1,-0.6183043071999998
2021-07-24,6,0,-2.548827136
2021-07-25,3,0,-0.18252247040000014
2021-07-26,6,0,1.8572159999999998
2021-07-27,2,0,1.13657088
2021-07-28,5,2,2.952105984
2021-07-29,2,1,0.11697182720000043
2021-07-30,1,0,-0.3207518208
2021-07-31,1,0,-0.8526734336000001
2021-08-01,2,0,-1.2555106304000003
2021-08-02,2,1,5.338283007999999
2021-08-03,1,4,-0.8652489727999995
2021-08-04,8,4,2.1338919936000003
2021-08-05,0,0,-1.4691631103999994
2021-08-06,5,0,-0.4267622400000002
2021-08-07,7,0,-1.1259884544000003
2021-08-08,3,0,1.4111647743999998
2021-08-09,2,1,0.8056440832
2021-08-10,5,0,3.668919808
2021-08-11,3,1,-0.6014978047999993
2021-08-12,10,0,-0.7387529216
2021-08-13,1,0,1.8121771008
2021-08-14,0,0,-1.7897842688
2021-08-15,0,0,-0.7524256768000002
2021-08-16,0,0,6.524627456
2021-08-17,4,1,2.8515610624000005
2021-08-18,2,1,-0.4909351935999995
2021-08-19,4,1,-1.5495623679999997
2021-08-20,3,0,-1.5310637056000003
2021-08-21,3,0,-0.8295292928000003
2021-08-22,9,0,1.4323511295999998
2021-08-23,0,1,5.80217088
2021-08-24,1,0,-3.3551549439999993
2021-08-25,9,0,0.7734037504
2021-08-26,2,3,0.5281733632000001
2021-08-27,3,0,-0.4446541824000003
2021-08-28,1,0,-0.03638855679999997
2021-08-29,2,0,0.0713164799999999
2021-08-30,2,0,2.113990656
2021-08-31,2,0,4.3368833024
2021-09-01,6,0,0.9321933824000004
2021-09-02,3,3,-0.6735677439999996
2021-09-03,4,0,2.0840065024000003
2021-09-04,3,0,-1.5175417855999997
2021-09-05,7,0,-0.4693260288000003
2021-09-06,1,0,8.8001472512
2021-09-07,15,0,0.32935454720000035
2021-09-08,3,0,-0.6741453823999994
2021-09-09,2,0,-0.7775577087999999
2021-09-10,2,0,-0.10390149120000025
2021-09-11,3,0,2.1329270784
2021-09-12,6,0,-2.5569108992
2021-09-13,1,0,6.8924685312000005
2021-09-14,2,0,0.0757983232000008
2021-09-15,3,0,3.9088977920000003
2021-09-16,0,2,-3.1039334399999996
2021-09-17,7,0,-0.0260998144000002
2021-09-18,5,0,0.0965940223999997
2021-09-19,1,0,0.21506723839999964
2021-09-20,3,0,-1.7092739072
2021-09-21,0,0,-0.8366223360000001
2021-09-22,5,0,2.4143307776
2021-09-23,8,0,0.4353164288000002
2021-09-24,6,0,9.5926856704
2021-09-25,1,0,-2.9577771007999987
2021-09-26,2,0,-1.4654488575999998
2021-09-27,0,0,2.4270362624
2021-09-28,3,0,-0.4599899136000003
2021-09-29,9,0,-0.8577100800000002
2021-09-30,13,0,4.667692543999999
2021-10-01,0,0,-3.1610604543999994
2021-10-02,0,0,0.7609785344
2021-10-03,0,0,-1.5668185087999997
2021-10-04,0,0,-0.6797126656000002
2021-10-05,0,0,0.5591626752
2021-10-06,0,0,-0.7208538112
2021-10-07,1,0,-0.33087938559999996
2021-10-08,9,0,2.7863411712
2021-10-09,2,0,4.6448699392
2021-10-10,0,0,-2.8202634239999993
2021-10-11,2,1,1.0394404864
2021-10-12,8,1,0.6728294400000001
2021-10-13,3,0,5.605388288
2021-10-14,3,0,2.5706002432000004
2021-10-15,5,1,-2.6440908799999994
2021-10-16,1,0,-1.866794496
2021-10-17,1,0,-1.0303591424000005
2021-10-18,1,0,2.3172795391999994
2021-10-19,1,0,3.3508930560000003
2021-10-20,1,0,-0.7122328575999997
2021-10-21,2,0,0.14312714240000024
2021-10-22,2,0,-0.6836919295999999
2021-10-23,0,0,-1.1578006528000002
2021-10-24,3,0,-0.5626477568000002
2021-10-25,1,0,1.6229683199999998
2021-10-26,4,0,1.915249664
2021-10-27,3,0,0.33320744960000037
2021-10-28,4,0,1.5579934720000002
2021-10-29,5,0,1.2105217024000003
2021-10-30,3,0,0.08654397440000006
2021-10-31,2,0,0.41621944320000015
2021-11-01,4,0,-0.5223347199999999
2021-11-02,2,0,5.885994496
2021-11-03,6,0,-3.397750169599999
2021-11-04,14,0,3.7601888256
2021-11-05,0,0,1.2783944704000003
2021-11-06,4,0,-2.6876811264000002
2021-11-07,0,0,-1.1380742144
2021-11-08,3,0,4.3009793024
2021-11-09,13,0,-2.4855059456
2021-11-10,5,1,2.0464878592
2021-11-11,8,2,3.2067073024000003
2021-11-12,1,0,-0.7172607999999996
2021-11-13,4,0,-0.8663736319999997
2021-11-14,2,0,-1.2508086272
2021-11-15,4,1,1.3622911999999996
2021-11-16,11,0,3.75837184
2021-11-17,5,3,3.424577536
2021-11-18,8,4,1.6588016640000007
2021-11-19,8,0,-1.2970773503999995
2021-11-20,3,0,-0.16457676799999987
2021-11-21,0,0,-1.8460384256000002
2021-11-22,0,0,1.0799327231999998
2021-11-23,4,1,1.579096576
2021-11-24,2,0,1.0904817664000002
2021-11-25,1,0,2.9593917440000004
2021-11-26,4,0,12.129564979200001
2021-11-27,5,0,-5.1077473279999985
2021-11-28,2,0,-3.2364901375999997
2021-11-29,2,0,-0.6290830336000002
2021-11-30,9,0,-0.4560727040000008
2021-12-01,2,0,4.7065288704
2021-12-02,7,0,1.8359335936000005
2021-12-03,2,0,1.7387421696000005
2021-12-04,0,0,-1.3836195839999994
2021-12-05,3,0,2.7552010239999998
2021-12-06,1,0,-1.0146420736000001
2021-12-07,5,0,-0.05706547200000012
2021-12-08,1,0,3.1540467712
2021-12-09,1,0,-1.9463052288
2021-12-10,1,0,-1.6513067008
2021-12-11,4,0,-0.8744304640000001
2021-12-12,4,0,2.436014592
2021-12-13,0,0,-1.5754023935999997
2021-12-14,3,0,-0.635811328
2021-12-15,1,0,1.6372762624
2021-12-16,2,0,0.9554545664
2021-12-17,3,0,-0.20900249599999987
2021-12-18,4,0,-0.8496877567999999
2021-12-19,1,0,-0.38631168000000005
2021-12-20,2,0,0.747428864
2021-12-21,11,0,5.4141751296
2021-12-22,1,0,-0.6326195199999995
2021-12-23,5,0,0.32598425600000036
2021-12-24,0,0,0.46012170240000017
2021-12-25,0,0,-1.4883040256000002
2021-12-26,1,0,-0.6666733568000002
2021-12-27,1,0,6.57274624
2021-12-28,4,0,4.885590528000001
2021-12-29,2,0,2.7136960512000012
2021-12-30,9,0,-0.39776788479999947
2021-12-31,3,0,0.6641511424000002
2022-01-01,4,0,-3.1263717376
2022-01-02,0,0,0.5468452863999995
2022-01-03,0,0,-1.7443635200000003
2022-01-04,1,1,8.059995136
2022-01-05,1,0,-1.2790875135999995
2022-01-06,7,0,-1.7370102783999997
2022-01-07,2,0,-0.6195961855999998
2022-01-08,0,0,-1.2441418752000004
2022-01-09,0,0,-0.6663017472000002
2022-01-10,2,0,6.567563776
2022-01-11,1,0,3.8686270464000008
2022-01-12,1,0,2.1155717120000004
2022-01-13,1,0,0.11001569280000068
2022-01-14,3,0,1.8688792575999997
2022-01-15,2,0,-2.3928178688
2022-01-16,4,0,-1.8888045568000003
2022-01-17,9,0,-0.07544832000000046
2022-01-18,0,0,5.835728896
2022-01-19,4,0,1.4908867584000007
2022-01-20,0,0,2.6972283904000003
2022-01-21,21,0,0.25817221120000067
2022-01-22,0,0,-3.1064937472
2022-01-23,2,0,-1.3837736960000004
2022-01-24,14,0,3.1527288831999996
2022-01-25,11,0,-1.204677632
2022-01-26,15,0,-1.3483281408
2022-01-27,6,0,3.2565581824
2022-01-28,4,0,-1.058807296
2022-01-29,0,0,-1.1788197887999998
2022-01-30,1,0,4.4510025728
2022-01-31,0,0,-1.3268454399999996
2022-02-01,0,0,-1.2404014079999999
2022-02-02,0,0,-0.6281531392
2022-02-03,1,0,-0.38124359680000025
2022-02-04,0,0,-0.2703534080000001
2022-02-05,0,0,-0.21111633920000003
2022-02-06,0,0,-0.1276141568
2022-02-07,4,0,2.90585088
2022-02-08,12,0,0.7208535040000004
2022-02-09,10,0,0.8272018432000001
2022-02-10,12,0,4.768000000000001
2022-02-11,7,0,2.1072000000000006
2022-02-12,0,0,-1.0210559999999997
2022-02-13,0,0,-1.9959935999999998
2022-02-14,5,0,8.02945792
2022-02-15,7,0,0.7561533440000003
2022-02-16,8,0,7.4438137856
2022-02-17,6,0,0.08314890240000139
2022-02-18,4,0,1.3312902144
2022-02-19,0,0,-4.4908766208
2022-02-20,10,0,-2.0123310080000003
2022-02-21,7,0,3.7311806463999995
2022-02-22,1,0,-1.910161408
2022-02-23,1,0,2.2894706688
2022-02-24,0,0,0.48129382400000065
2022-02-25,2,0,2.7060626432
2022-02-26,0,0,-2.9750832127999995
2022-02-27,3,0,5.8200430592
2022-02-28,1,0,-1.4794239999999999
2022-03-01,0,0,3.87614208
2022-03-02,0,0,1.5407216640000003
2022-03-03,2,0,-2.3825486847999997
2022-03-04,0,0,4.1346234368
2022-03-05,0,0,-3.4244194304
2022-03-06,3,0,-1.4102231040000004
2022-03-07,0,0,6.144029696
2022-03-08,0,0,7.5755101184
2022-03-09,3,0,-0.6510585855999986
2022-03-10,0,0,9.923282739200001
2022-03-11,1,0,-0.3845698559999988
2022-03-12,0,0,-4.5709964288
2022-03-13,7,0,0.08899665919999977
2022-03-14,0,0,6.118650879999999
2022-03-15,2,0,2.8424898560000003
2022-03-16,4,0,3.6070984704000004
2022-03-17,1,0,1.0747594752000005
2022-03-18,3,0,1.7160161279999997
2022-03-19,9,0,2.8091076608000005
2022-03-20,2,0,-2.4685392896
2022-03-21,0,0,7.4239260672
2022-03-22,0,0,8.6987068416
2022-03-23,5,0,0.38302945280000245
2022-03-24,2,0,3.003461017600001
2022-03-25,0,0,10.8789710848
2022-03-26,6,0,-8.3410031616
2022-03-27,5,0,-2.9422196736000013
2022-03-28,0,0,4.4280554495999995
2022-03-29,2,0,4.696345497599999
2022-03-30,1,0,8.5265815552
2022-03-31,4,0,-2.7805209599999987
2022-04-01,0,0,0.12395898880000011
2022-04-02,2,0,-1.219067904
2022-04-03,0,0,-3.1086449664
2022-04-04,1,0,-2.3953842176
2022-04-05,8,0,2.5196923904
2022-04-06,1,0,4.3226080256
2022-04-07,0,0,11.955272192
2022-04-08,1,0,2.989065216000002
2022-04-09,0,0,-7.198568652799999
2022-04-10,2,0,-2.9107903488
2022-04-11,0,9,10.262534860799999
2022-04-12,0,2,7.016145203200001
2022-04-13,0,3,0.4739000320000004
2022-04-14,1,0,3.7681932288000004
2022-04-15,3,0,5.1746453504000005
2022-04-16,7,0,-7.7837073407999995
2022-04-17,3,0,-1.2185141248000004
2022-04-18,1,0,6.257415679999999
2022-04-19,0,0,8.756888576
2022-04-20,0,0,13.1053773824
2022-04-21,0,0,-1.4860857343999996
2022-04-22,0,0,12.6753069056
2022-04-23,6,0,-3.1517445120000005
2022-04-24,1,0,4.550084198399999
2022-04-25,0,0,-2.186123263999999
2022-04-26,1,0,0.9894672383999996
2022-04-27,2,0,-3.8181691392
2022-04-28,0,0,0.4182550527999993
2022-04-29,0,0,8.4346550272
2022-04-30,1,0,-1.4445721599999999
2022-05-01,0,0,-1.4491383808
2022-05-02,6,0,-4.0743631871999995
2022-05-03,1,0,1.9571198975999993
2022-05-04,0,0,1.1242635264
2022-05-05,0,0,7.035661209600001
2022-05-06,0,0,15.6534224896
2022-05-07,0,0,18.5145088
2022-05-08,0,0,-10.377000550399998
2022-05-09,2,0,3.4109274111999994
2022-05-10,0,0,-1.2456476672
2022-05-11,0,0,9.360870912
2022-05-12,1,0,-5.7983562752
2022-05-13,0,0,8.1701756928
2022-05-14,5,0,-3.8184857599999997
2022-05-15,1,0,-3.8639889408000005
2022-05-16,0,0,4.2486243328
2022-05-17,0,0,3.8110832640000005
2022-05-18,0,0,3.0520205312
2022-05-19,0,0,4.847994470400001
2022-05-20,0,0,-2.0861011967999987
2022-05-21,0,0,2.0888322048
2022-05-22,11,0,-4.2233674752
2022-05-23,0,0,7.264896512
2022-05-24,0,0,2.375682150400001
2022-05-25,0,0,11.438323097600001
2022-05-26,0,0,-0.21974097919999913
2022-05-27,2,0,1.8675565568000003
2022-05-28,6,0,-3.7684354048
2022-05-29,9,0,-0.22089932800000067
2022-05-30,0,1,4.108261990399999
2022-05-31,4,0,3.7823378432000005
2022-06-01,0,0,13.021436416
2022-06-02,0,14,11.819707801600002
2022-06-03,0,3,-12.696802713599997
2022-06-04,3,0,-4.8685652992
2022-06-05,2,0,-2.885806387200001
2022-06-06,0,0,14.063061401599999
2022-06-07,0,0,-0.8330181631999984
2022-06-08,0,0,-0.8130177023999998
2022-06-09,0,0,2.3287057408000003
2022-06-10,0,0,2.9098093568000003
2022-06-11,6,0,-1.4119914496000003
2022-06-12,5,0,-2.7930752
2022-06-13,0,0,2.7123686399999998
2022-06-14,0,0,2.595634688
2022-06-15,0,0,-0.033471692799999175
2022-06-16,1,0,-0.27907317759999994
2022-06-17,0,0,7.289149952000001
2022-06-18,4,0,-5.322638233599999
2022-06-19,2,0,-1.0343066624000001
2022-06-20,0,0,1.4194116607999998
2022-06-21,0,0,10.883491123199999
2022-06-22,0,0,4.779183104
2022-06-23,0,0,4.384244531200001
2022-06-24,0,0,6.0128826368000015
2022-06-25,2,0,-8.0675707904
2022-06-26,9,0,-3.3262177280000005
2022-06-27,0,0,7.012139007999999
2022-06-28,0,0,2.9800502271999996
2022-06-29,0,0,4.640533913600001
2022-06-30,0,0,-3.3696866303999986
2022-07-01,0,0,2.1672901632
2022-07-02,10,0,-2.340171980799999
2022-07-03,6,0,-0.7406608384000002
2022-07-04,1,0,2.8026393599999997
2022-07-05,0,0,7.779546112
2022-07-06,0,0,-0.8799363071999986
2022-07-07,3,0,1.7700627456000007
2022-07-08,0,0,5.6984975360000005
2022-07-09,6,0,-5.8593562623999995
2022-07-10,2,0,0.6198705151999997
2022-07-11,0,0,3.3602842624
2022-07-12,0,0,6.2260209664
2022-07-13,0,0,1.3281443840000007
2022-07-14,0,0,-0.06521364480000003
2022-07-15,0,0,5.841913344
2022-07-16,5,0,-5.940947660799999
2022-07-17,1,0,-2.4315924480000004
2022-07-18,0,0,1.5570135039999995
2022-07-19,0,0,2.7604632575999997
2022-07-20,1,0,3.8687240192000005
2022-07-21,0,0,0.8524436480000013
2022-07-22,0,0,-0.6338712575999996
2022-07-23,11,0,1.2385960960000002
2022-07-24,2,0,-1.9178311680000002
2022-07-25,0,0,5.34040832
2022-07-26,1,0,5.2513776640000005
2022-07-27,0,0,-1.1178389503999995
2022-07-28,0,0,1.3797688320000003
2022-07-29,0,0,4.3105178624
2022-07-30,4,0,-2.8459673599999995
2022-07-31,4,0,-1.7940982784
2022-08-01,0,0,6.118580940799999
2022-08-02,0,0,-1.3066359807999994
2022-08-03,0,0,3.0388972544
2022-08-04,0,0,5.1751313408
2022-08-05,0,0,8.8053859328
2022-08-06,5,0,-7.673356799999999
2022-08-07,0,0,-2.9302288384000006
2022-08-08,0,0,19.2932818944
2022-08-09,3,0,-0.5789027327999996
2022-08-10,1,0,-3.0040725504
2022-08-11,0,0,-4.6401485824
2022-08-12,0,0,2.600021811199999
2022-08-13,3,0,-3.5867553792000004
2022-08-14,3,0,-1.6973693952000004
2022-08-15,0,0,10.96774144
2022-08-16,2,0,0.41654220800000097
2022-08-17,2,1,7.531595059200001
2022-08-18,1,7,3.4213777408000015
2022-08-19,5,0,1.5337545728000004
2022-08-20,3,0,-5.85280256
2022-08-21,12,0,2.3815388159999995
2022-08-22,0,0,1.3543500799999997
2022-08-23,0,0,14.200029696
2022-08-24,11,0,0.9457931264000017
2022-08-25,0,0,-1.3140686847999996
2022-08-26,0,0,5.4381405184
2022-08-27,7,0,-7.022603264
2022-08-28,8,0,-0.9681900544000004
2022-08-29,1,0,3.3659110399999994
2022-08-30,0,0,11.022616576
2022-08-31,0,0,-5.8357503999999985
2022-09-01,2,0,2.1880574976000005
2022-09-02,2,0,-0.33049599999999923
2022-09-03,0,0,-2.5411401728000005
2022-09-04,10,0,4.8882199552
2022-09-05,4,0,0.02951321600000023
2022-09-06,0,0,6.711872614400001
2022-09-07,1,0,2.4319470592000005
2022-09-08,1,0,9.598488064000001
2022-09-09,0,0,-0.18904002559999888
2022-09-10,14,0,-6.3643327488
2022-09-11,10,0,-2.8391150592000005
2022-09-12,8,0,-1.7976183808000008
2022-09-13,0,7,3.7002988543999997
2022-09-14,0,0,3.0662217728000005
2022-09-15,0,0,1.2915087360000008
2022-09-16,2,0,2.4833145856000005
2022-09-17,0,0,1.0947819520000004
2022-09-18,1,0,-2.5417452544
2022-09-19,0,0,16.113472
2022-09-20,0,0,-2.268991999999999
2022-09-21,0,0,1.6874700799999998
2022-09-22,3,0,9.752082944
2022-09-23,0,0,2.6196411392000005
2022-09-24,8,0,-2.706477055999999
2022-09-25,3,0,-5.3351876608
2022-09-26,0,0,0.314740223999999
2022-09-27,0,0,10.016553267199999
2022-09-28,2,0,0.10818498560000034
2022-09-29,0,1,9.5872074752
2022-09-30,0,0,2.569385062400002
2022-10-01,0,0,-3.7291939839999984
2022-10-02,0,0,-1.8460238848000001
2022-10-03,3,0,-1.6352880640000005
2022-10-04,3,0,-0.7679068160000004
2022-10-05,1,0,0.5636673535999996
2022-10-06,5,0,2.3867723776
2022-10-07,8,0,-2.2719077375999994
2022-10-08,0,0,4.163838976
2022-10-09,0,0,-1.3271446527999995
2022-10-10,0,0,3.9388167168
2022-10-11,0,0,15.6103033856
2022-10-12,0,0,4.046612582400002
2022-10-13,0,0,-3.312791449599999
2022-10-14,0,0,8.6441732096
2022-10-15,3,0,-7.237408256
2022-10-16,1,0,-2.788140748800001
2022-10-17,0,0,17.332999475199998
2022-10-18,0,0,4.3197471744000016
2022-10-19,1,0,12.756691251200001
2022-10-20,4,0,-9.685078835199997
2022-10-21,1,0,2.8797423616
2022-10-22,2,0,1.133055488
2022-10-23,3,0,-0.4784924672000006
2022-10-24,0,0,-2.4365938688
2022-10-25,0,0,-1.9745466368
2022-10-26,1,0,3.912446976
2022-10-27,0,0,3.5044036608000004
2022-10-28,0,0,-0.14857922559999892
2022-10-29,1,0,-3.0405955583999997
2022-10-30,2,0,5.7213539328
2022-10-31,0,0,15.5231783936
2022-11-01,0,0,-5.791355596799999
2022-11-02,0,0,3.9156345856000003
2022-11-03,2,0,-1.1162187775999994
2022-11-04,0,0,9.2667352064
2022-11-05,7,0,-0.9216799743999999
2022-11-06,0,0,-2.9795829759999997
2022-11-07,0,0,4.9931241472
2022-11-08,1,0,2.1741894655999996
2022-11-09,0,0,5.220734976
2022-11-10,0,0,8.128604364800001
2022-11-11,0,0,-4.905148211199998
2022-11-12,3,0,-0.18002227199999954
2022-11-13,7,0,3.3157393407999995
2022-11-14,0,5,8.506433126400001
2022-11-15,0,9,7.929964441600001
2022-11-16,0,0,6.2972387328
2022-11-17,0,0,22.6649307136
2022-11-18,0,1,22.4775703552
2022-11-19,7,0,-6.597081599999996
2022-11-20,2,0,-13.052252467199999
2022-11-21,1,0,12.058132479999998
2022-11-22,0,0,6.1076786175999995
2022-11-23,0,0,-5.465060147199999
2022-11-24,5,0,8.705549619200001
2022-11-25,1,0,-1.075046604799999
2022-11-26,10,0,-8.829863014399999
2022-11-27,2,0,1.9756892159999992
2022-11-28,1,0,-0.6512099328000005
2022-11-29,0,0,5.237807206399999
2022-11-30,2,0,8.476704256000001
2022-12-01,3,0,9.211172044800001
2022-12-02,3,0,-6.657891430399998
2022-12-03,7,0,3.1380473856
2022-12-04,2,0,-1.5548653568000006
2022-12-05,0,0,12.025547059199999
2022-12-06,0,0,5.6249447424
2022-12-07,1,0,13.241348096000001
2022-12-08,0,0,2.6565918720000035
2022-12-09,0,0,6.278113792000001
