,TryGhost/Ghost,strapi/strapi,decaporg/decap-cms
2024-08-11,-0.47731415040000025,0,0
2024-08-12,3.6577100799999998,0,3
2024-08-13,-0.07124531199999962,3,4
2024-08-14,5.2557326336,1,0
2024-08-15,3.4030769152,2,0
2024-08-16,4.2525714432,0,0
2024-08-17,-2.0755397632,0,0
2024-08-18,-1.0413205504000007,0,0
2024-08-19,10.30264832,1,0
2024-08-20,21.273669632,1,0
2024-08-21,2.8988145664000005,4,0
2024-08-22,11.445997977599998,5,0
2024-08-23,-3.6899149824000004,7,0
2024-08-24,-3.3479690240000015,1,0
2024-08-25,-2.142796902400001,0,0
2024-08-26,12.46009088,12,0
2024-08-27,10.975858688,9,0
2024-08-28,13.867258777600002,11,0
2024-08-29,14.5875610624,10,0
2024-08-30,-4.2866809856,6,2
2024-08-31,-4.2817890304000015,0,0
2024-09-01,-1.5803819008000017,0,0
2024-09-02,11.92180992,9,0
2024-09-03,5.639468032000001,10,0
2024-09-04,-0.38560706560000035,5,0
2024-09-05,9.817245696,13,0
2024-09-06,1.5142242304000018,18,0
2024-09-07,-3.4509522944,0,0
2024-09-08,-1.8340979712000012,0,0
2024-09-09,6.717406208,14,0
2024-09-10,0.4015522816000008,9,0
2024-09-11,8.955054694400001,0,0
2024-09-12,11.651135488000001,12,0
2024-09-13,2.368722022400001,16,0
2024-09-14,-3.6815158272,0,0
2024-09-15,-1.964454502400001,0,0
2024-09-16,4.682403839999999,15,0
2024-09-17,2.7911613440000003,24,0
2024-09-18,8.7057041408,14,0
2024-09-19,5.519424716800001,10,0
2024-09-20,-0.5930655743999997,1,0
2024-09-21,21.54302976,1,0
2024-09-22,-6.1791382528,0,0
2024-09-23,8.148999679999998,13,0
2024-09-24,15.921699327999999,19,0
2024-09-25,6.7201842176,11,0
2024-09-26,16.224897536,9,0
2024-09-27,-1.5773236223999998,14,0
2024-09-28,-5.098524569600002,1,0
2024-09-29,-3.0909499392,0,0
2024-09-30,9.7467976704,7,0
2024-10-01,8.074234368,8,0
2024-10-02,6.392385945600001,5,0
2024-10-03,16.332612096000002,7,0
2024-10-04,1.3606084608000018,6,0
2024-10-05,-4.878283980800001,0,0
2024-10-06,1.3560062975999987,0,0
2024-10-07,3.3812377599999994,8,0
2024-10-08,8.074454016,4,0
2024-10-09,2.986228531200001,6,0
2024-10-10,9.4708114432,7,0
2024-10-11,-3.5664625663999985,10,0
2024-10-12,-1.5574892544,0,0
2024-10-13,-0.7101304832000006,0,0
2024-10-14,10.672620032,4,0
2024-10-15,2.6410328064000006,1,0
2024-10-16,17.1157216256,3,0
2024-10-17,-0.5934889983999998,2,0
2024-10-18,-2.628417228800001,1,0
2024-10-19,-2.2818767872000008,0,0
2024-10-20,4.565854617599999,0,0
2024-10-21,36.7207294976,4,0
2024-10-22,17.863461785600002,2,0
2024-10-23,12.4898271232,3,0
2024-10-24,-3.1012327424000006,6,0
2024-10-25,10.942131711999998,4,0
2024-10-26,-6.038411264000001,0,0
2024-10-27,-2.1874248704000028,0,0
2024-10-28,13.642562047999998,4,0
2024-10-29,6.125192089600002,1,0
2024-10-30,2.306554470400002,7,0
2024-10-31,11.429211955200001,3,0
2024-11-01,-4.7071070208,0,0
2024-11-02,-2.0785035264000005,0,0
2024-11-03,-2.2307417088,0,0
2024-11-04,11.555967385599999,4,0
2024-11-05,8.273743155200002,3,0
2024-11-06,5.653957939200001,7,0
2024-11-07,24.8344737792,8,0
2024-11-08,-6.980113715199999,5,0
2024-11-09,-3.9659920384000023,0,0
2024-11-10,-2.4068634624000014,0,0
2024-11-11,4.244577689599999,1,0
2024-11-12,10.431407104,4,5
2024-11-13,-0.2019924991999993,9,0
2024-11-14,7.0671869952,8,0
2024-11-15,24.295536128000002,4,0
2024-11-16,-7.558014873599999,0,0
2024-11-17,-3.321410150400003,0,0
2024-11-18,9.850721279999998,6,0
2024-11-19,5.015751168,3,0
2024-11-20,2.9911407615999996,11,0
2024-11-21,22.3430739968,5,0
2024-11-22,-1.2629026816,4,0
2024-11-23,-2.7523814400000006,0,0
2024-11-24,-2.187311411200001,0,0
2024-11-25,10.912668159999999,7,0
2024-11-26,3.8904693760000004,7,0
2024-11-27,2.1628265472,6,0
2024-11-28,13.6757223424,6,0
2024-11-29,-3.3301198847999984,5,0
2024-11-30,-0.11357962240000008,0,0
2024-12-01,-2.3679806464000004,0,0
2024-12-02,12.516779827199999,5,0
2024-12-03,7.097191833600001,3,0
2024-12-04,2.8020748288000004,7,0
2024-12-05,6.456699084799999,3,0
2024-12-06,2.0270529536000006,4,0
2024-12-07,-3.3546385408000003,0,0
2024-12-08,2.169798963199999,0,0
2024-12-09,1.8981490687999996,2,0
2024-12-10,8.892416512,2,0
2024-12-11,8.4791732224,11,0
2024-12-12,16.8638831616,1,0
2024-12-13,-5.2572668928,5,0
2024-12-14,-3.2204789760000017,0,0
2024-12-15,-1.996334182400001,0,0
2024-12-16,3.5899934719999997,10,0
2024-12-17,5.891376230400001,9,0
2024-12-18,9.134196326400001,6,0
2024-12-19,11.0342946816,4,0
2024-12-20,-3.9807008767999985,1,0
2024-12-21,-2.648724070400001,0,0
2024-12-22,-1.5221013504000007,0,0
2024-12-23,-1.1064960000000006,0,0
2024-12-24,-0.8691379200000001,0,3
2024-12-25,-0.7125370879999996,0,0
2024-12-26,-0.5467369471999991,0,0
2024-12-27,-0.3823746047999987,0,0
2024-12-28,-0.2014279679999994,0,0
2024-12-29,-0.012469350399999964,0,0
2024-12-30,0.0,0,0
2024-12-31,0.0,0,0
2025-01-01,0.0,0,0
2025-01-02,0.0,0,0
2025-01-03,0.0,1,0
2025-01-04,0.0,0,0
2025-01-05,0.0,0,0
2025-01-06,3.0,4,0
2025-01-07,5.4,4,0
2025-01-08,2.56,6,0
2025-01-09,4.576,6,0
2025-01-10,-0.9088000000000003,2,0
2025-01-11,-1.1502080000000006,0,0
2025-01-12,-0.7169024000000004,1,0
2025-01-13,8.47490304,2,0
2025-01-14,1.7867453440000003,4,0
2025-01-15,5.1404499968,10,2
2025-01-16,4.5936439296,3,0
2025-01-17,-1.6075303936000003,1,2
2025-01-18,-1.5494278144000007,0,0
2025-01-19,-0.9496725504000005,0,0
2025-01-20,7.30399232,1,0
2025-01-21,5.847450112000001,4,0
2025-01-22,3.3032003584000003,3,0
2025-01-23,3.4864927744,15,0
2025-01-24,-0.5377261567999998,6,0
2025-01-25,-1.7427611648000005,0,0
2025-01-26,-0.02978775040000059,0,0
2025-01-27,1.0503398399999997,9,0
2025-01-28,10.926495744,7,0
2025-01-29,-0.09806161919999923,8,3
2025-01-30,4.981901004799999,0,2
2025-01-31,0.49626818559999997,7,1
2025-02-01,-1.8822923264000002,0,0
2025-02-02,-1.0659550208000006,0,0
2025-02-03,6.250805248,1,0
2025-02-04,4.0147961856,1,0
2025-02-05,8.7720189952,5,0
2025-02-06,13.6114312192,5,0
2025-02-07,3.0078978048,10,0
2025-02-08,-3.998800588800001,0,0
2025-02-09,-2.159225651200001,0,0
2025-02-10,11.522844159999998,2,0
2025-02-11,7.270096896,1,0
2025-02-12,0.8486167552000001,7,0
2025-02-13,4.811734425599999,7,2
2025-02-14,-1.481967718399999,7,0
2025-02-15,-2.3086486527999996,0,0
2025-02-16,-1.3582252032000004,0,0
2025-02-17,12.06275584,2,0
2025-02-18,4.653133824000001,5,0
2025-02-19,18.7404976128,4,0
2025-02-20,0.9506272256000008,7,0
2025-02-21,-3.1921018880000007,0,0
2025-02-22,-2.545298227200001,0,0
2025-02-23,-1.6500011008000008,0,0
2025-02-24,8.771530239999999,3,0
2025-02-25,-0.9842396159999991,2,0
2025-02-26,14.9818713088,9,0
2025-02-27,5.404799692800001,2,0
2025-02-28,-2.1839664128000003,4,0
2025-03-01,-2.440233164800001,0,0
2025-03-02,-1.4790293504000007,0,0
2025-03-03,18.9237632,9,0
2025-03-04,23.15241984,2,0
2025-03-05,13.103416832,7,0
2025-03-06,6.120345395199999,4,0
2025-03-07,-4.8857095168,4,1
2025-03-08,-0.1329889280000014,0,0
2025-03-09,-3.486122700800001,0,0
2025-03-10,11.666803199999999,3,0
2025-03-11,8.392588800000002,2,0
2025-03-12,16.800820736000002,17,0
2025-03-13,26.856740556800002,12,0
2025-03-14,-2.2332529663999985,7,0
2025-03-15,-5.441357209600002,0,0
2025-03-16,-3.911660748800002,0,0
2025-03-17,14.2793821184,1,0
2025-03-18,4.544067072000001,1,0
2025-03-19,13.9735337984,14,0
2025-03-20,8.340893900800001,4,0
2025-03-21,-2.4905504767999984,1,0
2025-03-22,-3.2380983295999997,0,0
2025-03-23,-2.5951921152000006,0,0
2025-03-24,11.2343044096,25,0
2025-03-25,18.032554496,2,0
2025-03-26,19.4403602432,6,0
2025-03-27,24.656787968,2,0
2025-03-28,-9.713669017600001,13,0
2025-03-29,-5.420685824000003,0,0
2025-03-30,-2.429231513600002,0,0
2025-03-31,12.2973136896,5,0
2025-04-01,14.953135104000001,6,0
2025-04-02,14.1335876608,10,0
2025-04-03,24.218983219200002,2,0
2025-04-04,-6.385460326399999,3,0
2025-04-05,-5.869345075200002,0,0
2025-04-06,-3.408148070400002,0,0
2025-04-07,8.519679487999998,2,0
2025-04-08,6.852623769600001,3,0
2025-04-09,-2.6661212159999987,5,0
2025-04-10,9.017100800000001,3,0
2025-04-11,-2.247570022399998,2,0
2025-04-12,-2.5630660607999998,0,0
2025-04-13,-1.3586902016000006,0,0
2025-04-14,5.03881728,3,0
2025-04-15,10.041051648,0,0
2025-04-16,7.494501273600001,7,0
2025-04-17,23.1420834816,2,0
2025-04-18,-2.2890446847999986,1,0
2025-04-19,-4.422823628800002,0,0
2025-04-20,-1.5195435008000016,0,0
2025-04-21,4.025198079999999,0,0
2025-04-22,7.348364288,5,0
2025-04-23,7.359079833600001,2,0
2025-04-24,24.811337523200002,4,0
2025-04-25,3.0025993216000018,4,0
2025-04-26,-4.966255820800001,0,0
2025-04-27,-1.298806272000002,0,0
2025-04-28,12.416467968,4,0
2025-04-29,13.1890763776,2,0
2025-04-30,11.7921816576,7,0
2025-05-01,11.148713984,0,0
2025-05-02,-4.220101222399999,0,0
2025-05-03,-2.4695003136,0,0
2025-05-04,-3.0602840064000008,0,0
2025-05-05,12.968688025599999,7,0
2025-05-06,22.4303982592,2,0
2025-05-07,23.137773568,5,0
2025-05-08,13.019533516800001,1,0
2025-05-09,-6.4550648832,4,0
2025-05-10,-5.519704883200002,0,0
2025-05-11,-3.4476874752000013,0,0
2025-05-12,9.461166899199998,0,0
2025-05-13,14.60574208,0,0
2025-05-14,18.5932928,0,0
2025-05-15,5.670707507200001,0,3
2025-05-16,-0.8834473983999995,0,0
2025-05-17,-4.794790195200001,0,0
2025-05-18,4.240262348799998,0,0
2025-05-19,13.611932159999999,1,0
2025-05-20,13.475915776,3,0
2025-05-21,16.2186140672,6,0
2025-05-22,10.8726426624,1,0
2025-05-23,-6.916674048,1,0
2025-05-24,-4.300410777600002,0,0
