,python/cpython,rust-lang/rust,JuliaLang/julia
2019-11-27,8,114,2
2019-11-28,2,74,1
2019-11-29,1,70,2
2019-11-30,1,72,3
2019-12-01,3,51,0
2019-12-02,3,153,9
2019-12-03,2,112,12
2019-12-04,9,87,3
2019-12-05,5,53,1
2019-12-06,6,117,2
2019-12-07,7,47,1
2019-12-08,6,67,1
2019-12-09,18,56,4
2019-12-10,10,44,8
2019-12-11,3,51,7
2019-12-12,2,85,11
2019-12-13,1,74,6
2019-12-14,4,29,1
2019-12-15,5,47,8
2019-12-16,7,59,11
2019-12-17,4,24,7
2019-12-18,4,70,8
2019-12-19,1,67,10
2019-12-20,3,148,5
2019-12-21,0,111,0
2019-12-22,2,92,2
2019-12-23,5,133,7
2019-12-24,1,47,2
2019-12-25,4,71,1
2019-12-26,2,84,3
2019-12-27,3,65,1
2019-12-28,3,35,1
2019-12-29,5,36,2
2019-12-30,7,119,2
2019-12-31,5,131,2
2020-01-01,5,30,0
2020-01-02,3,35,3
2020-01-03,5,65,6
2020-01-04,2,82,2
2020-01-05,12,50,0
2020-01-06,9,51,5
2020-01-07,7,126,13
2020-01-08,5,107,5
2020-01-09,10,105,10
2020-01-10,5,118,5
2020-01-11,4,130,2
2020-01-12,10,67,1
2020-01-13,11,71,7
2020-01-14,12,71,7
2020-01-15,9,111,4
2020-01-16,4,86,10
2020-01-17,4,49,16
2020-01-18,1,55,14
2020-01-19,2,52,4
2020-01-20,6,71,12
2020-01-21,9,48,14
2020-01-22,9,35,1
2020-01-23,10,52,6
2020-01-24,12,45,8
2020-01-25,10,43,2
2020-01-26,2,36,2
2020-01-27,16,54,8
2020-01-28,10,63,21
2020-01-29,8,77,11
2020-01-30,15,58,10
2020-01-31,3,44,6
2020-02-01,6,68,4
2020-02-02,3,99,1
2020-02-03,7,89,8
2020-02-04,5,62,0
2020-02-05,17,83,6
2020-02-06,9,120,5
2020-02-07,17,92,9
2020-02-08,2,78,3
2020-02-09,1,103,2
2020-02-10,13,80,5
2020-02-11,7,108,0
2020-02-12,14,145,5
2020-02-13,8,114,5
2020-02-14,5,106,4
2020-02-15,0,79,4
2020-02-16,2,86,0
2020-02-17,8,111,8
2020-02-18,7,81,4
2020-02-19,3,103,13
2020-02-20,4,49,7
2020-02-21,9,97,12
2020-02-22,2,87,2
2020-02-23,3,69,3
2020-02-24,7,95,12
2020-02-25,4,37,5
2020-02-26,8,77,7
2020-02-27,3,78,6
2020-02-28,6,95,5
2020-02-29,9,89,12
2020-03-01,6,67,6
2020-03-02,14,83,9
2020-03-03,10,92,7
2020-03-04,9,123,9
2020-03-05,4,68,8
2020-03-06,14,72,6
2020-03-07,8,89,2
2020-03-08,8,84,4
2020-03-09,21,82,6
2020-03-10,9,119,3
2020-03-11,18,97,13
2020-03-12,9,77,7
2020-03-13,10,75,6
2020-03-14,11,123,0
2020-03-15,6,60,3
2020-03-16,8,125,4
2020-03-17,14,95,12
2020-03-18,11,88,4
2020-03-19,8,116,2
2020-03-20,8,66,5
2020-03-21,2,137,1
2020-03-22,4,84,2
2020-03-23,10,145,6
2020-03-24,11,134,7
2020-03-25,11,95,4
2020-03-26,10,136,5
2020-03-27,7,93,7
2020-03-28,2,75,1
2020-03-29,2,80,6
2020-03-30,8,115,18
2020-03-31,15,142,8
2020-04-01,11,98,6
2020-04-02,12,124,5
2020-04-03,8,77,3
2020-04-04,7,64,1
2020-04-05,2,126,2
2020-04-06,4,86,10
2020-04-07,11,86,10
2020-04-08,8,91,13
2020-04-09,3,101,4
2020-04-10,6,105,5
2020-04-11,5,97,2
2020-04-12,7,59,1
2020-04-13,11,84,7
2020-04-14,20,99,6
2020-04-15,15,93,8
2020-04-16,5,91,2
2020-04-17,15,94,1
2020-04-18,8,111,11
2020-04-19,6,73,4
2020-04-20,6,101,4
2020-04-21,5,44,4
2020-04-22,13,112,6
2020-04-23,15,129,11
2020-04-24,8,75,14
2020-04-25,6,100,4
2020-04-26,3,87,0
2020-04-27,15,162,9
2020-04-28,13,76,15
2020-04-29,28,81,11
2020-04-30,11,75,28
2020-05-01,22,122,35
2020-05-02,8,109,11
2020-05-03,6,89,10
2020-05-04,15,99,32
2020-05-05,21,100,19
2020-05-06,12,95,13
2020-05-07,10,82,6
2020-05-08,7,91,10
2020-05-09,2,79,1
2020-05-10,8,102,4
2020-05-11,7,66,5
2020-05-12,13,49,5
2020-05-13,14,47,2
2020-05-14,12,82,11
2020-05-15,18,24,15
2020-05-16,17,80,1
2020-05-17,11,80,2
2020-05-18,30,70,4
2020-05-19,17,77,3
2020-05-20,6,103,3
2020-05-21,11,82,10
2020-05-22,10,122,4
2020-05-23,6,54,11
2020-05-24,9,96,3
2020-05-25,15,111,8
2020-05-26,15,77,6
2020-05-27,17,72,9
2020-05-28,17,69,10
2020-05-29,6,117,7
2020-05-30,4,96,5
2020-05-31,5,118,0
2020-06-01,12,51,5
2020-06-02,10,58,9
2020-06-03,6,66,9
2020-06-04,12,61,10
2020-06-05,13,75,16
2020-06-06,5,32,4
2020-06-07,5,53,0
2020-06-08,18,86,12
2020-06-09,3,72,5
2020-06-10,16,68,4
2020-06-11,14,97,5
2020-06-12,10,58,7
2020-06-13,6,69,2
2020-06-14,3,39,2
2020-06-15,15,117,6
2020-06-16,7,75,11
2020-06-17,13,38,11
2020-06-18,5,91,14
2020-06-19,8,104,13
2020-06-20,8,131,1
2020-06-21,6,46,0
2020-06-22,11,75,1
2020-06-23,21,124,7
2020-06-24,9,122,3
2020-06-25,18,85,9
2020-06-26,2,104,4
2020-06-27,7,89,3
2020-06-28,7,85,2
2020-06-29,9,29,7
2020-06-30,12,99,13
2020-07-01,6,96,16
2020-07-02,3,121,7
2020-07-03,9,101,4
2020-07-04,2,55,1
2020-07-05,5,51,1
2020-07-06,13,36,12
2020-07-07,4,59,13
2020-07-08,6,40,11
2020-07-09,8,86,5
2020-07-10,7,53,21
2020-07-11,2,75,5
2020-07-12,3,39,0
2020-07-13,2,36,13
2020-07-14,3,112,8
2020-07-15,7,131,5
2020-07-16,6,165,12
2020-07-17,4,123,6
2020-07-18,5,61,1
2020-07-19,3,66,4
2020-07-20,10,79,11
2020-07-21,2,44,4
2020-07-22,3,91,7
2020-07-23,4,74,16
2020-07-24,0,81,6
2020-07-25,5,39,1
2020-07-26,3,43,6
2020-07-27,8,108,5
2020-07-28,5,78,2
2020-07-29,2,92,6
2020-07-30,1,124,8
2020-07-31,1,95,3
2020-08-01,1,47,4
2020-08-02,2,79,1
2020-08-03,7,69,2
2020-08-04,7,63,12
2020-08-05,4,77,6
2020-08-06,3,77,8
2020-08-07,9,97,4
2020-08-08,6,97,3
2020-08-09,3,99,0
2020-08-10,7,135,3
2020-08-11,8,115,12
2020-08-12,5,110,11
2020-08-13,11,113,1
2020-08-14,4,110,10
2020-08-15,3,55,3
2020-08-16,3,94,0
2020-08-17,6,68,4
2020-08-18,0,89,5
2020-08-19,1,96,21
2020-08-20,3,67,6
2020-08-21,3,61,17
2020-08-22,0,95,4
2020-08-23,0,58,3
2020-08-24,1,86,10
2020-08-25,1,79,9
2020-08-26,4,74,15
2020-08-27,7,54,12
2020-08-28,1,67,23
2020-08-29,3,62,9
2020-08-30,5,91,3
2020-08-31,1,83,11
2020-09-01,8,88,16
2020-09-02,13,74,7
2020-09-03,8,148,17
2020-09-04,7,62,17
2020-09-05,4,95,2
2020-09-06,3,61,5
2020-09-07,8,45,4
2020-09-08,9,64,15
2020-09-09,9,114,14
2020-09-10,5,99,8
2020-09-11,1,62,7
2020-09-12,4,72,5
2020-09-13,3,66,9
2020-09-14,6,73,5
2020-09-15,10,99,2
2020-09-16,8,121,29
2020-09-17,3,83,15
2020-09-18,5,108,16
2020-09-19,5,82,11
2020-09-20,3,124,0
2020-09-21,4,129,13
2020-09-22,11,82,13
2020-09-23,16,107,17
2020-09-24,1,97,15
2020-09-25,2,120,10
2020-09-26,2,92,6
2020-09-27,4,102,2
2020-09-28,5,64,7
2020-09-29,4,64,16
2020-09-30,1,86,6
2020-10-01,6,109,15
2020-10-02,6,131,11
2020-10-03,9,78,3
2020-10-04,7,113,4
2020-10-05,8,90,6
2020-10-06,4,137,11
2020-10-07,3,72,4
2020-10-08,7,108,11
2020-10-09,7,118,13
2020-10-10,6,112,5
2020-10-11,10,80,8
2020-10-12,6,116,17
2020-10-13,5,96,9
2020-10-14,5,87,19
2020-10-15,6,69,10
2020-10-16,4,109,12
2020-10-17,2,78,9
2020-10-18,6,69,2
2020-10-19,19,69,15
2020-10-20,18,79,13
2020-10-21,18,83,7
2020-10-22,11,82,7
2020-10-23,7,86,7
2020-10-24,11,90,2
2020-10-25,11,92,4
2020-10-26,11,154,14
2020-10-27,11,104,10
2020-10-28,0,90,11
2020-10-29,5,74,17
2020-10-30,12,71,14
2020-10-31,8,54,0
2020-11-01,9,41,2
2020-11-02,14,79,11
2020-11-03,9,88,9
2020-11-04,12,79,9
2020-11-05,8,82,11
2020-11-06,4,97,6
2020-11-07,4,54,2
2020-11-08,3,66,4
2020-11-09,6,70,9
2020-11-10,12,51,16
2020-11-11,5,74,1
2020-11-12,8,119,8
2020-11-13,10,66,9
2020-11-14,3,49,3
2020-11-15,1,68,3
2020-11-16,14,72,8
2020-11-17,19,134,6
2020-11-18,15,51,7
2020-11-19,14,77,15
2020-11-20,12,39,7
2020-11-21,10,46,8
2020-11-22,11,70,4
2020-11-23,5,72,8
2020-11-24,7,73,9
2020-11-25,11,58,6
2020-11-26,3,60,6
2020-11-27,3,96,2
2020-11-28,15,73,2
2020-11-29,4,95,7
2020-11-30,10,42,19
2020-12-01,9,67,11
2020-12-02,6,41,15
2020-12-03,7,66,14
2020-12-04,9,69,18
2020-12-05,5,29,5
2020-12-06,3,46,9
2020-12-07,9,81,15
2020-12-08,13,71,23
2020-12-09,5,67,23
2020-12-10,7,82,7
2020-12-11,1,77,10
2020-12-12,1,55,9
2020-12-13,4,71,11
2020-12-14,7,43,14
2020-12-15,16,42,11
2020-12-16,19,46,11
2020-12-17,8,88,16
2020-12-18,11,70,11
2020-12-19,8,54,10
2020-12-20,4,75,4
2020-12-21,5,63,5
2020-12-22,6,95,3
2020-12-23,10,79,2
2020-12-24,8,25,4
2020-12-25,13,41,16
2020-12-26,8,40,7
2020-12-27,4,34,5
2020-12-28,6,60,4
2020-12-29,15,60,7
2020-12-30,5,80,9
2020-12-31,6,68,4
2021-01-01,4,65,1
2021-01-02,9,81,0
2021-01-03,7,52,1
2021-01-04,16,94,6
2021-01-05,8,61,7
2021-01-06,10,56,6
2021-01-07,7,69,10
2021-01-08,4,66,4
2021-01-09,1,58,4
2021-01-10,1,76,8
2021-01-11,1,75,12
2021-01-12,7,59,14
2021-01-13,6,85,20
2021-01-14,3,53,17
2021-01-15,4,90,9
2021-01-16,0,102,1
2021-01-17,0,90,1
2021-01-18,7,87,12
2021-01-19,6,50,10
2021-01-20,12,38,9
2021-01-21,4,73,7
2021-01-22,5,110,7
2021-01-23,2,124,2
2021-01-24,2,57,0
2021-01-25,13,60,12
2021-01-26,3,61,9
2021-01-27,5,62,10
2021-01-28,1,74,5
2021-01-29,8,73,8
2021-01-30,5,87,4
2021-01-31,10,98,4
2021-02-01,6,71,7
2021-02-02,7,92,4
2021-02-03,7,104,6
2021-02-04,4,71,15
2021-02-05,6,93,7
2021-02-06,0,75,11
2021-02-07,2,66,14
2021-02-08,2,68,9
2021-02-09,6,106,14
2021-02-10,3,76,5
2021-02-11,0,41,5
2021-02-12,4,81,6
2021-02-13,2,106,5
2021-02-14,3,72,5
2021-02-15,6,114,12
2021-02-16,4,77,9
2021-02-17,5,74,8
2021-02-18,6,69,12
2021-02-19,14,68,7
2021-02-20,5,81,2
2021-02-21,8,80,4
2021-02-22,4,71,7
2021-02-23,3,105,7
2021-02-24,5,52,7
2021-02-25,2,76,6
2021-02-26,9,59,6
2021-02-27,1,95,4
2021-02-28,8,84,2
2021-03-01,16,106,9
2021-03-02,6,117,14
2021-03-03,10,101,4
2021-03-04,11,102,4
2021-03-05,3,192,3
2021-03-06,3,113,3
2021-03-07,2,54,0
2021-03-08,5,128,5
2021-03-09,3,187,11
2021-03-10,8,82,7
2021-03-11,2,113,5
2021-03-12,1,63,10
2021-03-13,7,80,1
2021-03-14,7,76,1
2021-03-15,5,137,4
2021-03-16,5,97,6
2021-03-17,4,124,4
2021-03-18,8,67,16
2021-03-19,5,55,3
2021-03-20,5,62,1
2021-03-21,3,75,1
2021-03-22,9,75,2
2021-03-23,11,75,6
2021-03-24,11,70,4
2021-03-25,6,55,8
2021-03-26,3,65,6
2021-03-27,7,90,0
2021-03-28,3,43,2
2021-03-29,9,70,7
2021-03-30,8,81,12
2021-03-31,9,93,6
2021-04-01,14,44,6
2021-04-02,13,92,8
2021-04-03,3,86,31
2021-04-04,6,97,3
2021-04-05,11,129,1
2021-04-06,18,91,17
2021-04-07,19,83,5
2021-04-08,9,97,21
2021-04-09,12,65,11
2021-04-10,8,58,5
2021-04-11,10,52,6
2021-04-12,16,64,3
2021-04-13,15,59,7
2021-04-14,18,68,5
2021-04-15,8,52,6
2021-04-16,12,80,6
2021-04-17,12,40,8
2021-04-18,3,62,4
2021-04-19,7,69,13
2021-04-20,8,58,11
2021-04-21,12,62,17
2021-04-22,9,90,6
2021-04-23,24,68,2
2021-04-24,8,56,7
2021-04-25,13,65,4
2021-04-26,18,49,6
2021-04-27,18,55,8
2021-04-28,17,46,14
2021-04-29,22,81,6
2021-04-30,28,66,2
2021-05-01,16,53,2
2021-05-02,18,62,1
2021-05-03,28,76,6
2021-05-04,18,69,14
2021-05-05,9,77,2
2021-05-06,7,98,3
2021-05-07,9,91,1
2021-05-08,11,54,4
2021-05-09,2,44,1
2021-05-10,4,64,3
2021-05-11,9,97,7
2021-05-12,15,88,1
2021-05-13,13,79,16
2021-05-14,13,43,3
2021-05-15,6,86,2
2021-05-16,7,51,1
2021-05-17,6,70,1
2021-05-18,4,80,3
2021-05-19,15,86,11
2021-05-20,5,55,11
2021-05-21,13,78,14
2021-05-22,5,54,2
2021-05-23,4,87,4
2021-05-24,4,94,3
2021-05-25,15,67,8
2021-05-26,9,88,8
2021-05-27,14,98,13
2021-05-28,12,43,7
2021-05-29,8,50,5
2021-05-30,2,62,6
2021-05-31,7,103,16
2021-06-01,5,59,6
2021-06-02,8,72,17
2021-06-03,16,73,3
2021-06-04,11,119,2
2021-06-05,2,59,12
2021-06-06,4,59,3
2021-06-07,9,75,20
2021-06-08,16,70,7
2021-06-09,9,82,16
2021-06-10,12,54,10
2021-06-11,9,52,3
2021-06-12,7,34,1
2021-06-13,3,68,0
2021-06-14,6,81,13
2021-06-15,8,78,4
2021-06-16,6,69,3
2021-06-17,5,97,2
2021-06-18,5,78,9
2021-06-19,5,52,4
2021-06-20,5,57,3
2021-06-21,11,103,4
2021-06-22,8,65,3
2021-06-23,11,47,6
2021-06-24,12,54,7
2021-06-25,1,73,1
2021-06-26,2,46,3
2021-06-27,7,38,1
2021-06-28,1,59,6
2021-06-29,8,58,7
2021-06-30,7,67,12
2021-07-01,7,78,8
2021-07-02,7,77,6
2021-07-03,6,47,0
2021-07-04,4,60,5
2021-07-05,8,66,5
2021-07-06,2,76,11
2021-07-07,8,64,12
2021-07-08,8,79,2
2021-07-09,1,71,4
2021-07-10,2,91,3
2021-07-11,1,58,2
2021-07-12,5,41,3
2021-07-13,10,47,9
2021-07-14,10,73,6
2021-07-15,15,63,6
2021-07-16,14,58,6
2021-07-17,7,52,2
2021-07-18,3,75,5
2021-07-19,14,71,19
2021-07-20,9,57,13
2021-07-21,3,59,17
2021-07-22,8,50,7
2021-07-23,8,76,4
2021-07-24,15,55,1
2021-07-25,5,61,2
2021-07-26,14,74,5
2021-07-27,8,89,3
2021-07-28,15,98,4
2021-07-29,19,65,5
2021-07-30,12,73,1
2021-07-31,8,45,5
2021-08-01,1,27,0
2021-08-02,12,83,5
2021-08-03,6,89,7
2021-08-04,12,70,4
2021-08-05,5,59,1
2021-08-06,11,60,2
2021-08-07,1,56,5
2021-08-08,3,39,3
2021-08-09,12,54,9
2021-08-10,7,84,6
2021-08-11,7,36,5
2021-08-12,7,87,4
2021-08-13,7,63,2
2021-08-14,0,47,4
2021-08-15,1,48,2
2021-08-16,8,104,7
2021-08-17,9,42,7
2021-08-18,6,70,13
2021-08-19,4,83,4
2021-08-20,3,42,3
2021-08-21,4,53,1
2021-08-22,10,94,0
