,ioBroker/ioBroker,home-assistant/core,node-red/node-red
2025-10-19,0,0,0
2025-10-20,0,0,0
2025-10-21,0,0,0
2025-10-22,0,0,0
2025-10-23,0,0,0
2025-10-24,0,0,0
2025-10-25,0,0,0
2025-10-26,0,0,0
2025-10-27,0,0,0
2025-10-28,0,0,0
2025-10-29,0,0,0
2025-10-30,0,0,0
2025-10-31,0,0,0
2025-11-01,0,0,0
2025-11-02,0,0,0
2025-11-03,0,0,0
2025-11-04,0,0,0
2025-11-05,0,0,0
2025-11-06,0,0,0
2025-11-07,0,0,0
2025-11-08,0,0,0
2025-11-09,0,0,0
2025-11-10,0,0,0
2025-11-11,0,0,0
