,ElemeFE/element,ant-design/ant-design,youzan/vant
2021-07-30,0,0.06469999815781247,1
2021-07-31,0,-0.5881431554265626,1
2021-08-01,0,-1.1080233509484372,2
2021-08-02,1,5.364320124484375,2
2021-08-03,4,-0.26347544727968764,1
2021-08-04,4,2.4173876537546874,8
2021-08-05,0,-1.0202876197765627,0
2021-08-06,0,-0.25671762646093743,5
2021-08-07,0,-0.9931074469796874,7
2021-08-08,0,1.4326807817687501,3
2021-08-09,1,1.0075677192671875,2
2021-08-10,0,3.89381895190625,5
2021-08-11,1,-0.07108412042812517,3
2021-08-12,0,-0.45723682977812485,10
2021-08-13,0,1.963566856553125,1
2021-08-14,0,-1.4602748549984375,0
2021-08-15,0,-0.7014859357328123,0
2021-08-16,0,6.53582470646875,0
2021-08-17,1,3.5495238962531244,4
2021-08-18,1,0.20809342970625,2
2021-08-19,1,-1.134970360945312,4
2021-08-20,0,-1.3530528644812496,3
2021-08-21,0,-0.7937303135296874,3
2021-08-22,0,1.4379747228015625,9
2021-08-23,1,5.998290658749999,0
2021-08-24,0,-2.634443497359376,1
2021-08-25,0,0.8755031230265626,9
2021-08-26,3,0.75508709655625,2
2021-08-27,0,-0.20720495646406256,3
2021-08-28,0,0.10281311176718766,1
2021-08-29,0,0.19479441500000005,2
2021-08-30,0,2.2312801502187503,2
2021-08-31,0,4.651031431174999,2
2021-09-01,0,1.5760570848703122,6
2021-09-02,3,-0.17133159353124983,3
2021-09-03,0,2.371633853753125,4
2021-09-04,0,-1.06341742948125,3
2021-09-05,0,-0.2962314912484372,7
2021-09-06,0,8.931776873751563,1
2021-09-07,0,1.347328843970312,15
2021-09-08,0,-0.026944860292187123,3
2021-09-09,0,-0.36592809395937476,2
2021-09-10,0,0.17095770603750005,2
2021-09-11,0,2.380573170221875,3
2021-09-12,0,-2.120065018446875,6
2021-09-13,0,6.956077070001562,1
2021-09-14,0,0.8852549628609365,2
2021-09-15,0,4.42125823759375,3
2021-09-16,2,-2.314904488960938,0
2021-09-17,0,0.20215832927031285,7
2021-09-18,0,0.34533864500312506,5
2021-09-19,0,0.45356090647187486,1
2021-09-20,0,-1.47631954293125,3
2021-09-21,0,-0.8048541166250002,0
2021-09-22,0,2.4130785483249997,5
2021-09-23,0,0.7292448309593744,8
2021-09-24,0,9.830122618104687,6
2021-09-25,0,-1.8183131192640634,1
2021-09-26,0,-1.091322307496874,2
2021-09-27,0,2.6070939900031256,0
2021-09-28,0,-0.022237413965624953,3
2021-09-29,0,-0.5901812962499999,9
2021-09-30,0,4.810762814703125,13
2021-10-01,0,-2.541965659479688,0
2021-10-02,0,0.8482878791124999,0
2021-10-03,0,-1.3498547028421877,0
2021-10-04,0,-0.64612961323125,0
2021-10-05,0,0.5643928097046873,0
2021-10-06,0,-0.6250545352125002,0
2021-10-07,0,-0.32122768573125005,1
2021-10-08,0,2.7850945611734375,9
2021-10-09,0,4.9404224731031245,2
2021-10-10,0,-2.17647368353125,0
2021-10-11,1,1.1410523110343755,2
2021-10-12,1,0.90355522625,8
2021-10-13,0,5.843987533234375,3
2021-10-14,0,3.3092524992671875,3
2021-10-15,1,-1.9308819962499997,5
2021-10-16,0,-1.6476392927968744,1
2021-10-17,0,-0.9851502652921875,1
2021-10-18,0,2.325506498103125,1
2021-10-19,0,3.64888198146875,1
2021-10-20,0,-0.1760266012468752,1
2021-10-21,0,0.4211716511749999,2
2021-10-22,0,-0.4372889669734379,2
2021-10-23,0,-1.0163504461625,0
2021-10-24,0,-0.5363522507328123,3
2021-10-25,0,1.62745836625,1
2021-10-26,0,2.1114187559531246,4
2021-10-27,0,0.6556696539734372,3
2021-10-28,0,1.8051340903046875,4
2021-10-29,0,1.553297466253125,5
2021-10-30,0,0.44302845676875013,3
2021-10-31,0,0.6768691117671877,2
2021-11-01,0,-0.27618513499999997,4
2021-11-02,0,6.02616477021875,2
2021-11-03,0,-2.6760398617625007,6
2021-11-04,0,3.866516418020313,14
2021-11-05,0,1.8056664769874997,0
2021-11-06,0,-2.2087144124953126,4
2021-11-07,0,-1.0592408332296872,0
2021-11-08,0,4.320343928753125,3
2021-11-09,0,-1.9849957094812503,13
2021-11-10,1,2.1149942569078126,5
2021-11-11,2,3.5195062886203123,8
2021-11-12,0,-0.17102517882812496,1
2021-11-13,0,-0.5835251832265624,4
2021-11-14,0,-1.09872546543125,2
2021-11-15,1,1.39124038125,4
2021-11-16,0,3.9623475786718747,11
2021-11-17,3,3.9492038000859373,5
2021-11-18,4,2.337301505953125,8
2021-11-19,0,-0.6891542335265628,8
2021-11-20,0,0.13911922655468767,3
2021-11-21,0,-1.58668151823125,0
2021-11-22,0,1.1239637267671876,0
2021-11-23,1,1.78584877271875,4
2021-11-24,0,1.4135361347062498,2
2021-11-25,0,3.302034039492187,1
2021-11-26,0,12.680814664275,4
2021-11-27,0,-3.5210130471953134,5
2021-11-28,0,-2.787630234996874,2
2021-11-29,0,-0.5273972114656242,2
2021-11-30,0,-0.32850659228125,9
2021-12-01,0,4.8207981394875,2
2021-12-02,0,2.443679803754687,7
2021-12-03,0,2.3192828452234373,2
2021-12-04,0,-0.7958651151484379,0
2021-12-05,0,3.0480192554765626,3
2021-12-06,0,-0.45603896271562494,1
2021-12-07,0,0.2320670844843753,5
2021-12-08,0,3.4039656650015626,1
2021-12-09,0,-1.409287395076563,1
2021-12-10,0,-1.4751584069750001,1
2021-12-11,0,-0.8438850099921877,4
2021-12-12,0,2.439228406554687,4
2021-12-13,0,-1.2797904327937504,0
2021-12-14,0,-0.5987096096953125,3
2021-12-15,0,1.644512508753125,1
2021-12-16,0,1.1540048159562497,2
2021-12-17,0,0.017045467070312403,3
2021-12-18,0,-0.7124260007328124,4
2021-12-19,0,-0.36119682124999986,1
2021-12-20,0,0.7531043497031249,2
2021-12-21,0,5.513085035301563,11
2021-12-22,0,-0.019196522500000146,1
2021-12-23,0,0.6175511564687501,5
2021-12-24,0,0.714959966253125,0
2021-12-25,0,-1.24273879323125,0
2021-12-26,0,-0.6245107757328123,1
2021-12-27,0,6.58259205125,1
2021-12-28,0,5.584052415734375,4
2021-12-29,0,3.6122395136734373,2
2021-12-30,0,0.44576981457187514,9
2021-12-31,0,1.2110276925031256,3
2022-01-01,0,-2.624762009996875,4
2022-01-02,0,0.6329676360343754,0
2022-01-03,0,-1.5256395662499997,0
2022-01-04,1,8.084707755140625,1
2022-01-05,0,-0.38580299300468823,1
2022-01-06,0,-1.3140818682218747,7
2022-01-07,0,-0.4443603546921875,2
2022-01-08,0,-1.10936474499375,0
2022-01-09,0,-0.6447179504312499,0
2022-01-10,0,6.56989555396875,2
2022-01-11,0,4.562492372284375,1
2022-01-12,0,2.9122366153593746,1
2022-01-13,0,0.8363809943578127,1
2022-01-14,0,2.396778269785938,3
2022-01-15,0,-1.7956393799984371,2
2022-01-16,0,-1.6885662007328122,4
2022-01-17,0,-0.03713845374999969,9
2022-01-18,0,5.937283391390625,0
2022-01-19,0,2.1931482475109365,4
2022-01-20,0,3.2932021492765626,0
2022-01-21,0,0.955262922290625,21
2022-01-22,0,-2.591032260509375,0
2022-01-23,0,-1.2929288954296871,2
2022-01-24,0,3.1769170255171875,14
2022-01-25,0,-0.8039534455156252,11
2022-01-26,0,-1.1980729743421876,15
2022-01-27,0,3.2756654310421873,6
2022-01-28,0,-0.6591564617578132,4
2022-01-29,0,-1.024050846459375,0
2022-01-30,0,4.47982264706875,1
2022-01-31,0,-0.8192599575000004,0
2022-02-01,0,-1.0665076408124998,0
2022-02-02,0,-0.5955540696968749,0
2022-02-03,0,-0.37300587073281244,1
2022-02-04,0,-0.27122789081250015,0
2022-02-05,0,-0.2163349321968751,0
2022-02-06,0,-0.13165064448281252,0
2022-02-07,0,2.9016591424218747,4
2022-02-08,0,1.0162062170703123,12
2022-02-09,0,1.0714165867671877,10
2022-02-10,0,5.0115,12
2022-02-11,0,2.7505125,7
2022-02-12,0,-0.41848574999999943,0
2022-02-13,0,-1.6916080874999997,0
2022-02-14,0,8.088650953750001,5
2022-02-15,0,1.6697595772031248,7
2022-02-16,0,8.075970354270313,8
2022-02-17,0,1.290991285003125,6
2022-02-18,0,2.1222622791906254,4
2022-02-19,0,-3.751593360725,0
2022-02-20,0,-1.8865870121953119,10
2022-02-21,0,3.760915647284375,7
2022-02-22,0,-1.4130628071406255,1
2022-02-23,0,2.4468290108265625,1
2022-02-24,0,0.9015102319140622,0
2022-02-25,0,3.061266011345312,2
2022-02-26,0,-2.4185245299906253,0
2022-02-27,0,5.908224958103125,3
2022-02-28,0,-0.7549357312500007,1
2022-03-01,0,4.183562442421875,0
2022-03-02,0,2.1954332845703126,0
2022-03-03,0,-1.7805039140453127,2
2022-03-04,0,4.332883078021875,0
2022-03-05,0,-2.7860153610265628,0
2022-03-06,0,-1.3158137074140621,3
2022-03-07,0,6.165499510140625,0
2022-03-08,0,8.272319468839061,0
2022-03-09,0,0.5461841416906248,3
2022-03-10,0,10.608973488025,0
2022-03-11,0,1.1418250745703116,1
2022-03-12,0,-3.626172963826562,0
2022-03-13,0,0.35979823310312575,7
2022-03-14,0,6.47883334625,0
2022-03-15,0,3.792207658890625,2
2022-03-16,0,4.5378495291984375,4
2022-03-17,0,2.1171232506109376,1
2022-03-18,0,2.582203870367187,3
2022-03-19,0,3.6506130861312496,9
2022-03-20,0,-1.5280846931453116,2
2022-03-21,0,7.876804322720313,0
2022-03-22,0,9.874994106910936,0
2022-03-23,0,2.0543122955296873,5
2022-03-24,0,4.165025789496876,2
2022-03-25,0,12.079216197295313,0
2022-03-26,0,-6.3425819374890615,6
2022-03-27,0,-2.427325185504687,5
2022-03-28,0,4.735852345090626,0
2022-03-29,0,5.541591507129687,2
2022-03-30,0,9.634718114204686,1
2022-03-31,0,-1.1210354118828132,4
2022-04-01,0,0.9804489607484381,0
2022-04-02,0,-0.4679783066093748,2
2022-04-03,0,-2.5870563192218747,0
2022-04-04,0,-2.2071658249968746,1
2022-04-05,0,2.544737264409375,8
2022-04-06,0,4.710049745231249,1
2022-04-07,0,12.6935427986875,0
2022-04-08,0,4.691401158414061,1
2022-04-09,0,-5.833020737490624,0
2022-04-10,0,-2.6709831202093737,2
2022-04-11,9,10.331524430303125,0
2022-04-12,2,8.230309954267188,0
2022-04-13,3,1.9443756666875007,0
2022-04-14,0,4.796123462209375,1
2022-04-15,0,6.346908627870311,3
2022-04-16,0,-6.396733996146875,7
2022-04-17,0,-0.9914511455609363,3
2022-04-18,0,6.5164745025,1
2022-04-19,0,9.6876354400625,0
2022-04-20,0,14.625491908253125,0
2022-04-21,0,0.8416338063484368,0
2022-04-22,0,14.04617524148125,0
2022-04-23,0,-0.8021737085156246,6
2022-04-24,0,5.830060731206252,1
2022-04-25,0,-0.6485512222812488,0
2022-04-26,0,1.9345277776437504,1
2022-04-27,0,-2.8695238775640632,2
2022-04-28,0,0.8518555626624993,0
2022-04-29,0,8.989849893204687,0
2022-04-30,0,-0.07535361065625068,1
2022-05-01,0,-0.6583022250296882,0
2022-05-02,0,-3.5410691032984376,6
2022-05-03,0,2.0430640831140625,1
2022-05-04,0,1.5392879894953122,0
2022-05-05,0,7.487293462590625,0
2022-05-06,0,16.716855442723435,0
2022-05-07,0,20.77016852338281,0
2022-05-08,0,-7.127204767620313,0
2022-05-09,0,4.446863203540628,2
2022-05-10,0,0.08559880206875103,0
2022-05-11,0,10.2865176629375,0
2022-05-12,0,-4.04851111999375,1
2022-05-13,0,8.8267626681625,0
2022-05-14,0,-2.315470685656252,5
2022-05-15,0,-3.155194070342188,1
2022-05-16,0,4.561027383670313,0
2022-05-17,0,4.663588333164062,0
2022-05-18,0,4.067109607079687,0
2022-05-19,0,5.899201219120313,0
2022-05-20,0,-0.8238881237875004,0
2022-05-21,0,2.792319718600001,0
2022-05-22,0,-3.4021575665875003,11
2022-05-23,0,7.497373797804688,0
2022-05-24,0,3.416440963159374,0
2022-05-25,0,12.382498541996874,0
2022-05-26,0,1.6267202562640621,0
2022-05-27,0,3.053007740232813,2
2022-05-28,0,-2.6597854081390615,6
2022-05-29,0,0.2681555177265631,9
2022-05-30,1,4.596013003104687,0
2022-05-31,0,4.652771816610937,4
2022-06-01,0,14.039380967296875,0
2022-06-02,14,13.870474532871874,0
2022-06-03,3,-10.184947527098437,0
2022-06-04,0,-4.4548609412359355,3
2022-06-05,0,-2.771526614392187,2
2022-06-06,0,14.086297190739062,0
2022-06-07,0,0.7518552616937484,0
2022-06-08,0,0.09607506699687463,0
2022-06-09,0,2.9720316398578124,0
2022-06-10,0,3.7085273797328115,0
2022-06-11,0,-0.4879965911218749,6
2022-06-12,0,-2.2378480499999993,5
2022-06-13,0,2.9079788325000004,0
2022-06-14,0,3.124525552999999,0
2022-06-15,0,0.6308639646656244,0
2022-06-16,0,0.22004120729218757,1
2022-06-17,0,7.668631526476562,0
2022-06-18,0,-4.2637838342546885,4
2022-06-19,0,-0.8750072591749996,2
2022-06-20,0,1.560949586553125,0
2022-06-21,0,11.204380160439062,0
2022-06-22,0,6.119448450742187,0
2022-06-23,0,5.6816497072906245,0
2022-06-24,0,7.3297557092718755,0
2022-06-25,0,-6.543571519854687,2
2022-06-26,0,-3.072284743578124,9
2022-06-27,0,7.082389999484375,0
2022-06-28,0,3.8872171402203124,0
2022-06-29,0,5.556869693598437,0
2022-06-30,0,-2.2379094801984376,0
2022-07-01,0,2.642031511267187,0
2022-07-02,0,-1.654597113514063,10
2022-07-03,0,-0.43399913452656236,6
2022-07-04,0,3.0584476362500004,1
2022-07-05,0,8.313506984109374,0
2022-07-06,0,0.28867372177968686,0
2022-07-07,0,2.44374303023125,3
2022-07-08,0,6.4164773498750005,0
2022-07-09,0,-4.7383755627921875,6
2022-07-10,0,0.7976919770718753,2
2022-07-11,0,3.7056276337531253,0
2022-07-12,0,6.87356876595625,0
2022-07-13,0,2.4172650056640617,0
2022-07-14,0,0.7971591031109373,0
2022-07-15,0,6.487114145742188,0
2022-07-16,0,-4.831556734553125,5
2022-07-17,0,-2.2582311285781245,1
2022-07-18,0,1.601963332203125,0
2022-07-19,0,3.061224434707812,0
2022-07-20,0,4.398424624196874,1
2022-07-21,0,1.6219338565624994,0
2022-07-22,0,-0.01702771395781255,0
2022-07-23,0,1.641842516179687,11
2022-07-24,0,-1.447915469828125,2
2022-07-25,0,5.5193696162500006,0
2022-07-26,0,5.9825286934531245,1
2022-07-27,0,-0.11354980227656242,0
2022-07-28,0,1.9357734602265628,0
2022-07-29,0,4.909179502292187,0
2022-07-30,0,-1.9471614239609378,4
2022-07-31,0,-1.4518126680109371,4
2022-08-01,0,6.281867451553126,0
2022-08-02,0,-0.48236059434218825,0
2022-08-03,0,3.4522052489796877,0
2022-08-04,0,5.842606145092187,0
2022-08-05,0,9.808542598240624,0
2022-08-06,0,-6.116375710289063,5
2022-08-07,0,-2.681260663143749,0
2022-08-08,0,19.36267167926875,0
2022-08-09,0,1.5330886063921865,3
2022-08-10,0,-1.8006523611593739,1
2022-08-11,0,-4.027058079042186,0
2022-08-12,0,2.7112947372124996,0
2022-08-13,0,-3.0681125038140635,3
2022-08-14,0,-1.632198147759375,3
2022-08-15,0,10.97598848875,0
2022-08-16,0,1.602037534171874,2
2022-08-17,1,8.287427526220313,2
2022-08-18,7,4.753838101342188,1
2022-08-19,0,2.751929978318751,5
2022-08-20,0,-4.841001583828124,3
2022-08-21,0,2.5574410838359385,12
2022-08-22,0,1.89855954,0
2022-08-23,0,14.7728629063125,0
2022-08-24,0,2.8211808306124997,11
2022-08-25,0,-0.03615321808437422,0
2022-08-26,0,6.25615993355,0
2022-08-27,0,-5.775778428953125,7
2022-08-28,0,-0.7684474871124989,8
2022-08-29,0,3.614097022421875,1
2022-08-30,0,11.648550797507813,0
2022-08-31,0,-4.258878630445314,0
2022-09-01,0,2.6145732641531256,2
2022-09-02,0,0.3574600558281249,2
2022-09-03,0,-2.0324650888187503,0
2022-09-04,0,5.069853981939063,10
2022-09-05,0,0.7618744864687494,4
2022-09-06,0,7.213180541690625,0
2022-09-07,0,3.5072055466187493,1
2022-09-08,0,10.558770525476563,1
2022-09-09,0,1.4747711654406253,0
2022-09-10,0,-5.298436657709374,14
2022-09-11,0,-2.647037235946874,10
2022-09-12,0,-1.7495576505921875,8
2022-09-13,7,3.698485852807812,0
2022-09-14,0,3.548266051912499,0
2022-09-15,0,1.9415461272968741,0
2022-09-16,0,3.074023752653124,2
2022-09-17,0,1.7864225673828118,0
2022-09-18,0,-1.9257435558624998,1
2022-09-19,0,16.322461687500002,0
2022-09-20,0,-0.4265477937500002,0
2022-09-21,0,2.561834461171875,0
2022-09-22,0,10.612587339492187,3
2022-09-23,0,4.264322731775,0
2022-09-24,0,-1.348684098007812,8
2022-09-25,0,-4.605855861974999,3
2022-09-26,0,0.4453108645703132,0
2022-09-27,0,10.338834754985937,0
2022-09-28,0,1.4355891574656248,2
2022-09-29,1,10.47481265949375,0
2022-09-30,0,4.2128435321359365,0
2022-10-01,0,-2.375954701664062,0
2022-10-02,0,-1.213644466889062,0
2022-10-03,0,-1.2124193499140619,3
2022-10-04,0,-0.4976319965468745,3
2022-10-05,0,0.7948658385984371,1
2022-10-06,0,2.7034615168640617,5
2022-10-07,0,-1.7383738553640633,8
2022-10-08,0,4.332667734585937,0
2022-10-09,0,-0.698785958873438,0
2022-10-10,0,4.234086674271875,0
2022-10-11,0,16.263975441770313,0
2022-10-12,0,6.048108356253124,0
2022-10-13,0,-1.703510708012499,0
2022-10-14,0,9.425308227723438,0
2022-10-15,0,-5.684008150429688,3
2022-10-16,0,-2.4407406863265617,1
2022-10-17,0,17.505490307071874,0
2022-10-18,0,6.339357209190624,0
2022-10-19,0,14.438247030806249,1
2022-10-20,0,-7.215083363126563,4
2022-10-21,0,3.5793790991453136,1
2022-10-22,0,2.186890762867188,2
2022-10-23,0,0.4862224742250003,3
2022-10-24,0,-1.6843706799984375,0
2022-10-25,0,-1.5653218060453122,0
2022-10-26,0,4.158372840624999,1
2022-10-27,0,4.226907862146874,0
2022-10-28,0,0.7438633948312496,0
2022-10-29,0,-2.400969805589062,1
2022-10-30,0,5.9255713167796875,2
2022-10-31,0,16.360797097293748,0
2022-11-01,0,-3.668085714693751,0
2022-11-02,0,4.6437847605203135,0
2022-11-03,0,-0.06738659632499999,2
2022-11-04,0,9.935823141995312,0
2022-11-05,0,0.591189936559374,7
2022-11-06,0,-2.0489127229296873,0
2022-11-07,0,5.450839177642187,0
2022-11-08,0,3.146065251324999,1
2022-11-09,0,6.1570840920312495,0
2022-11-10,0,9.378028202428125,0
2022-11-11,0,-3.2116254229234382,0
2022-11-12,0,0.4889831453671878,3
2022-11-13,0,3.9402461136312503,7
2022-11-14,5,9.408063343323438,0
2022-11-15,9,9.464657881910938,0
2022-11-16,0,8.127299098029688,0
2022-11-17,0,24.556305003465624,0
2022-11-18,1,26.088161295454686,0
2022-11-19,0,-2.0239748343046884,7
2022-11-20,0,-10.692931501759372,2
2022-11-21,0,12.706287067210939,1
2022-11-22,0,8.24398022941875,0
2022-11-23,0,-3.2661900960093746,0
2022-11-24,0,9.830964386275,5
2022-11-25,0,0.8947584850093744,1
2022-11-26,0,-7.456691912307814,10
2022-11-27,0,2.2871194549375,2
2022-11-28,0,0.10924309224374973,1
2022-11-29,0,5.8376117369718745,0
2022-11-30,0,9.547375151796874,2
2022-12-01,0,10.859223249451562,3
2022-12-02,0,-4.605113331393749,3
2022-12-03,0,3.8662051161375004,7
2022-12-04,0,-0.5050394910765625,2
2022-12-05,0,12.695955825657812,0
2022-12-06,0,7.430632348542187,0
2022-12-07,0,15.007057634929687,1
2022-12-08,0,5.2368659886875,0
2022-12-09,0,8.286247292226562,0
2022-12-10,0,-9.151209831503124,1
2022-12-11,0,-3.199326385071873,0
2022-12-12,0,3.024713355826563,0
2022-12-13,0,11.27441080507031,3
2022-12-14,0,2.493293127307811,1
2022-12-15,0,4.502167160898438,0
2022-12-16,0,-2.5735357626046884,0
2022-12-17,0,-2.3692762622562498,1
2022-12-18,0,-0.01290773995624983,1
2022-12-19,0,15.362478436985938,0
2022-12-20,0,-2.996001598825,0
2022-12-21,0,4.737520414120313,1
2022-12-22,0,6.9513167593687495,1
2022-12-23,0,-1.0279545867500008,6
2022-12-24,0,0.6882039523765631,5
2022-12-25,0,4.218642067287501,4
2022-12-26,0,5.5189163957375,4
2022-12-27,0,9.693156501020312,1
2022-12-28,0,0.8665921309968745,1
2022-12-29,0,3.4189830486781254,1
2022-12-30,0,2.4041509984671876,0
2022-12-31,0,38.755942188628126,5
2023-01-01,0,-11.87437121499219,4
2023-01-02,0,-4.628940975289059,4
2023-01-03,0,2.735177270231251,0
2023-01-04,0,6.306917163687499,0
2023-01-05,0,0.22553170363281172,0
2023-01-06,0,4.497057603246875,0
2023-01-07,0,-1.0359686982203122,5
2023-01-08,0,2.360873473949999,0
2023-01-09,0,6.237923729443749,0
2023-01-10,0,3.5248409067718747,0
2023-01-11,0,13.672267703676564,0
2023-01-12,0,1.6060638016999995,0
2023-01-13,0,-0.7604442761531249,0
2023-01-14,0,-2.180488716535937,9
2023-01-15,0,2.2404221300937506,6
2023-01-16,0,12.964578392726562,0
2023-01-17,0,-2.329357128301563,2
2023-01-18,0,5.173886177298438,0
2023-01-19,0,2.3801979998578116,0
2023-01-20,0,0.7909777509203124,0
2023-01-21,0,5.631291820828125,1
2023-01-22,0,-4.294875184693749,4
2023-01-23,0,0.09980899345781324,9
2023-01-24,0,1.242263341837499,2
2023-01-25,0,-1.840567746285938,4
2023-01-26,0,-1.753892598820313,7
2023-01-27,0,-1.1026078839531255,0
2023-01-28,0,4.2739080435437495,0
2023-01-29,0,4.011888991696875,0
